target,panel,energy,genes_z3,cells
MEF2C,False,16.6831,492,2503
MEF2D,False,19.5624,725,1956
MEFV,False,20.3879,675,2554
MEGF6,False,15.1491,529,2436
MEGF8,False,16.7185,521,1567
MEGF9,False,32.1408,515,789
MEI1,False,25.9664,168,401
MEIS1,False,42.2156,1873,4726
MEIS2,False,34.973,545,1150
MEIS3,False,32.2804,617,593
MELK,False,15.4908,474,2192
MEMO1,False,106.513,554,142
MEN1,False,207.1,1830,475
MEOX1,False,29.9791,1244,3942
MEOX2,False,19.5927,464,1413
MEPCE,False,54.1147,1593,2213
MESD,False,15.7523,583,1914
MESP1,False,17.1843,224,870
MESP2,False,21.2714,561,1885
MEST,False,89.7465,3814,5380
METAP1,False,30.674,1704,3762
METAP1D,False,17.1626,614,1578
METAP2,False,72.5401,1375,543
METRN,False,42.0812,346,361
METRNL,False,21.9862,453,941
METTL1,False,82.6179,1639,713
METTL13,False,19.0448,647,1549
METTL14,False,85.7407,416,179
METTL15,False,50.0401,2062,2081
METTL17,False,31.2844,1014,1813
METTL18,False,15.138,366,1308
METTL21A,False,99.6854,269,98
METTL22,False,31.6797,731,1705
METTL23,False,23.4616,1232,2140
METTL25,False,24.8028,772,1674
METTL25B,False,143.732,223,78
METTL26,False,78.3984,2147,4255
METTL2A,False,28.1829,439,739
METTL2B,False,140.13,181,103
METTL3,False,45.1458,346,360
METTL4,False,59.8881,1179,1754
METTL5,False,30.3601,1093,2065
METTL6,False,28.5137,370,511
METTL8,False,25.3562,865,2027
METTL9,False,15.7763,222,1065
MEX3C,False,20.2494,377,1003
MEX3D,False,34.4211,492,778
MFAP3,False,14.1572,382,2173
MFAP3L,False,15.0644,827,2055
MFF,False,29.9043,2036,3822
MFGE8,False,35.3832,2035,2845
MFHAS1,False,92.2223,2783,1989
MFN1,False,15.6033,442,2512
MFN2,False,60.68,599,428
MFNG,False,23.2856,827,1539
MFSD1,False,14.4167,572,3212
MFSD10,False,20.5831,474,1054
MFSD11,False,80.8163,2601,4028
MFSD12,False,13.6004,357,1599
MFSD13A,False,18.834,1073,3985
MFSD14A,False,16.1712,328,1046
MFSD14B,False,17.3432,482,1903
MFSD2A,False,23.8975,701,2876
MFSD3,False,39.3069,246,381
MFSD4A,False,11.6619,187,1442
MFSD4B,False,26.2649,810,2636
MFSD5,False,16.2895,312,1276
MFSD6,False,61.353,354,337
MFSD8,False,20.1288,854,1944
MFSD9,False,15.9541,296,1970
MGA,False,36.5763,1157,4081
MGAM,False,16.8476,652,3020
MGAT1,False,20.733,584,2345
MGAT2,False,13.7948,395,1590
MGAT4A,False,16.8338,1006,4548
MGAT4B,False,35.3235,596,769
MGAT5,False,17.3235,642,2968
MGLL,False,30.1548,1121,4486
MGME1,False,16.4141,363,1802
MGMT,False,17.1739,723,1788
MGP,False,12.0042,236,1721
MGRN1,False,15.9448,770,1706
MGST1,False,20.1006,366,842
MGST2,False,24.0534,684,2653
MGST3,False,15.9377,445,1742
MIA,False,35.7821,1459,2950
MIA2,False,32.8394,1252,1812
MIA3,False,24.8219,715,799
MIB1,False,23.2804,841,3450
MIB2,False,53.2612,903,675
MICA,False,80.9816,1963,2311
MICAL1,False,22.5742,515,1404
MICAL2,False,22.1409,443,1135
MICAL3,False,12.375,347,1485
MICALL1,False,23.9257,318,780
MICB,False,22.0478,647,2031
MICOS10,False,54.8023,652,310
MICOS13,False,38.7237,816,876
MICU1,False,26.3555,828,2594
MICU2,False,15.2863,334,1642
MICU3,False,24.966,364,764
MID1IP1,False,19.3656,849,2861
MID2,False,14.3689,551,2339
MIDEAS,False,32.1907,1545,3178
MIDN,False,26.6118,811,1592
MIEF1,False,73.1895,1475,2132
MIEF2,False,15.5334,317,1318
MIEN1,False,19.3282,754,1762
MIER1,False,45.4922,208,302
MIER2,False,22.6371,826,1498
MIER3,False,24.6532,666,1679
MIF,False,20.4201,334,1607
MIF4GD,False,21.9988,834,2574
MIGA1,False,17.0393,305,903
MIGA2,False,24.5847,1445,4399
MIIP,False,40.0258,1223,1287
MINDY1,False,64.563,1663,1144
MINDY2,False,12.4103,289,2434
MINDY3,False,15.7385,223,1133
MINK1,False,20.8768,585,2129
MINPP1,False,26.8997,541,1322
MIOS,False,153.635,1292,223
MIPEP,False,39.1065,2358,2155
MIS12,False,156.821,158,54
MIS18A,False,99.1381,133,63
MISP,False,16.2073,243,724
MITD1,False,23.9443,567,1614
MITF,False,13.6958,212,1502
MIX23,False,26.1838,539,1764
MIXL1,False,32.9311,1220,3099
MKI67,False,17.0803,416,1635
MKKS,False,18.8557,501,2270
MKLN1,False,17.0601,210,842
MKNK1,False,28.1601,409,789
MKNK2,False,11.7768,320,1738
MKRN1,False,15.7659,377,1803
MKRN2,False,19.8842,484,1399
MKRN3,False,20.4234,1013,2711
MKS1,False,31.0047,971,1947
MKX,False,18.4422,313,1035
MLANA,False,26.8308,907,1573
MLEC,False,27.719,1505,4617
MLF1,False,15.5428,362,1296
MLF2,False,20.8331,353,1159
MLH1,False,15.3639,363,1412
MLH3,False,24.2425,1298,4089
MLKL,True,194.946,4618,5881
MLLT1,False,20.9941,244,776
MLLT10,True,15.2823,514,2283
MLLT11,False,20.2982,502,1830
MLLT3,False,90.1348,273,176
MLLT6,False,128.556,151,110
MLN,False,14.8722,702,3221
MLST8,False,68.5664,1234,925
MLX,False,23.2269,708,732
MLXIP,False,21.0244,474,1100
MLXIPL,False,17.2947,424,1279
MLYCD,False,46.5312,1265,696
MMAA,False,13.7376,441,2127
MMAB,False,218.667,3693,1537
MMACHC,False,19.1575,454,1359
MMADHC,False,47.6891,1093,1527
MMD,False,29.146,192,382
MME,False,35.2641,764,943
MMGT1,False,26.1212,1261,1480
MMP1,False,14.2312,620,2556
MMP17,False,24.458,598,1876
MMP24,False,47.7458,227,357
MMP25,False,26.9068,843,1446
MMP28,False,22.8045,627,1777
MMP3,False,17.6398,962,4585
MMP9,False,48.888,2082,2512
MMRN1,False,18.3726,624,2835
MMS19,False,118.985,93,31
MMS22L,False,115.605,153,57
MMUT,False,24.3227,717,1620
MND1,False,19.9507,255,1089
MNDA,False,14.0796,269,1459
MNT,False,36.939,888,777
MNX1,False,12.3956,692,2824
MOAP1,False,20.7494,448,1744
MOB1A,False,71.1353,3180,2450
MOB1B,False,23.031,603,1329
MOB2,False,31.3379,1476,2431
MOB3A,False,16.4633,318,859
MOB3B,False,17.9709,469,2426
MOB3C,False,29.4053,1322,3271
MOB4,False,197.742,235,26
MOCS1,False,40.2313,1442,3882
MOCS2,False,11.581,523,4213
MOCS3,False,69.8597,800,350
MOGS,False,20.6537,682,1643
MOK,False,24.79,924,3143
MON1A,False,19.8223,738,1834
MON1B,False,16.6989,499,1289
MON2,False,35.8595,240,327
MORC2,False,30.8855,1813,3255
MORC3,False,17.0149,743,2036
MORC4,False,23.1678,508,1388
MORF4L1,False,82.4244,3229,3021
MORF4L2,False,22.3206,560,1184
MORN1,False,24.094,494,1186
MORN2,False,17.0887,408,2160
MORN3,False,29.1414,1120,3347
MORN4,False,22.0801,841,1702
MOSMO,False,89.318,2657,2733
MOSPD1,False,26.7671,913,911
MOSPD2,False,183.383,4485,4757
MOSPD3,False,17.2591,403,2236
MOV10,False,132.327,2937,1646
MPC1,False,34.7351,828,1814
MPC2,False,52.8373,601,499
MPDU1,False,23.9461,351,959
MPEG1,False,26.2136,793,2218
MPG,False,43.9933,774,474
MPHOSPH6,False,30.27,624,692
MPHOSPH8,False,19.4825,260,1337
MPHOSPH9,False,190.966,258,42
MPI,False,97.986,1422,564
MPIG6B,False,20.8091,1151,2620
MPL,False,19.1972,733,2163
MPLKIP,False,20.5148,751,2413
MPND,False,45.5196,851,591
MPO,False,21.7645,174,350
MPP1,False,14.0717,417,2247
MPP2,False,37.5094,683,620
MPP7,False,12.6922,245,1674
MPPE1,False,27.9396,1451,4827
MPRIP,False,19.6005,620,1876
MPST,False,27.8028,724,1714
MPV17,False,17.7664,338,1377
MPV17L,False,13.9434,456,1600
MPV17L2,False,22.1399,469,1513
MPZ,False,16.3886,207,1005
MPZL1,False,18.4696,290,988
MPZL2,False,18.4427,469,1468
MPZL3,False,15.7407,325,1329
MR1,False,17.6852,331,2051
MRC2,False,26.0655,2199,2552
MREG,False,26.2709,865,2572
MRFAP1,False,25.9679,946,2949
MRFAP1L1,False,19.5185,751,2247
MRGBP,False,32.8081,424,724
MRGPRD,False,17.4703,530,2271
MRI1,False,14.4057,331,1427
MRM1,False,20.9746,360,805
MRM2,False,25.446,710,2871
MRM3,False,16.0384,605,2648
MRNIP,False,13.509,249,1351
MROH1,False,15.3643,550,1738
MROH6,False,23.6103,477,951
MRPL1,False,51.1291,1188,2026
MRPL10,False,43.0642,429,513
MRPL11,False,48.704,1750,1300
MRPL13,False,71.916,213,133
MRPL14,False,100.504,443,259
MRPL15,False,34.264,393,805
MRPL16,False,58.0546,809,513
MRPL17,False,47.6998,617,513
MRPL18,False,41.5102,918,952
MRPL19,False,72.8081,290,255
MRPL2,False,33.5433,1065,1307
MRPL20,False,20.4969,1121,3011
MRPL21,False,65.1517,1100,794
MRPL22,False,27.4136,1135,1375
MRPL23,False,33.9745,1359,1437
MRPL24,False,56.6584,1051,1155
MRPL27,False,43.3263,790,1266
MRPL28,False,20.2659,293,918
MRPL3,False,35.2014,961,1026
MRPL30,False,29.1632,172,336
MRPL32,False,42.5815,508,459
MRPL33,False,28.9147,761,1387
MRPL34,False,42.6177,593,673
MRPL35,False,91.968,360,285
MRPL36,False,32.0793,284,494
MRPL37,False,59.4526,973,614
MRPL38,False,23.7486,621,2068
MRPL39,False,33.6394,1099,1412
MRPL4,False,25.7796,732,1651
MRPL40,False,17.1415,654,2355
MRPL41,False,32.8021,260,420
MRPL42,False,61.3272,1464,939
MRPL43,False,44.0443,813,682
MRPL44,False,28.7901,787,2152
MRPL45,False,42.9919,748,783
MRPL46,False,65.9106,952,517
MRPL47,False,24.6828,884,1270
MRPL48,False,15.387,576,2520
MRPL49,False,32.0049,724,694
MRPL50,False,45.8427,1339,1712
MRPL51,False,32.6605,393,539
MRPL52,False,25.3533,733,1564
MRPL53,False,31.9342,420,578
MRPL54,False,36.7533,563,907
MRPL55,False,44.3326,310,368
MRPL57,False,29.168,632,768
MRPL58,False,35.0589,961,1047
MRPL9,False,24.8187,1128,2184
MRPS10,False,32.8427,726,888
MRPS11,False,58.6687,1633,985
MRPS12,False,52.6446,810,487
MRPS14,False,45.3237,461,550
MRPS15,False,34.466,1726,1876
MRPS16,False,33.3671,1387,1496
MRPS17,False,55.8281,1484,866
MRPS18A,False,25.642,390,745
MRPS18B,False,68.0641,1689,1035
MRPS18C,False,33.332,763,699
MRPS2,False,81.8712,1508,604
MRPS21,False,40.9342,1111,932
MRPS22,False,23.0066,1179,1920
MRPS23,False,43.8758,1590,1146
MRPS24,False,53.3552,953,634
MRPS25,False,34.1797,1085,1305
MRPS26,False,26.5397,985,1580
MRPS27,False,35.5982,512,712
MRPS28,False,43.0371,1178,1995
MRPS30,False,23.9945,364,916
MRPS31,False,39.866,942,622
MRPS33,False,132.584,416,64
MRPS34,False,52.1076,439,497
MRPS35,False,54.7831,1201,901
MRPS5,False,31.3157,833,854
MRPS6,False,114.764,439,135
MRPS7,False,31.9588,795,933
MRPS9,False,54.1463,622,510
MRRF,False,30.6995,783,1128
MRS2,False,59.5051,1983,4125
MRTFA,False,27.6643,665,1328
MRTFB,False,88.4533,2450,1767
MRTO4,False,380.198,240,11
MS4A1,False,19.8018,409,1089
MS4A6A,False,14.2191,640,2055
MS4A7,False,15.1776,229,1053
MSANTD1,False,27.7061,832,1120
MSANTD2,False,14.2045,432,2670
MSANTD3,False,29.4214,532,1105
MSANTD4,True,27.9507,655,805
MSC,False,33.6036,1202,3133
MSGN1,False,17.2102,247,1191
MSH2,False,21.9173,532,2061
MSH5,False,22.2831,183,671
MSH6,False,23.023,610,1988
MSI2,True,33.3528,1240,2811
MSL1,False,35.6764,1163,1627
MSL2,False,27.7369,1407,1701
MSL3,False,30.1628,679,1152
MSMO1,False,39.3616,178,359
MSN,False,35.0049,1047,2242
MSRA,False,21.7971,335,1567
MSRB1,False,13.4631,378,1737
MSRB2,False,19.1393,241,788
MSS51,False,17.7788,571,1955
MST1,False,57.2134,1989,3426
MSTO1,False,27.9435,567,1101
MSX1,False,15.4235,625,2191
MSX2,False,18.4973,457,2228
MT1E,False,22.5972,1247,5604
MT1F,False,16.1219,504,2044
MT1G,False,19.1645,508,1177
MT1H,False,15.6211,433,2424
MT1M,False,20.7119,399,1313
MT1X,False,15.6971,349,1597
MT2A,False,24.56,1022,2317
MT3,False,30.6879,765,2582
MTA1,True,25.0836,942,1817
MTA2,False,195.466,2039,643
MTA3,False,26.6979,934,1142
MTAP,False,18.7887,892,3702
MTBP,False,78.0629,376,261
MTCH1,False,24.8886,579,1942
MTCH2,False,38.0382,887,918
MTCL3,False,16.5742,462,1359
MTCP1,False,29.6415,1416,2032
MTDH,False,18.3547,501,1584
MTERF1,False,23.3866,646,2401
MTERF2,False,82.8775,2731,2897
MTERF3,False,63.4947,1107,687
MTERF4,False,19.2495,358,1213
MTF1,True,136.89,316,91
MTF2,False,45.7101,1481,3077
MTFMT,False,24.6048,488,817
MTFP1,False,15.7436,672,2455
MTFR1,False,18.9643,1091,3411
MTFR1L,False,22.6206,581,2529
MTFR2,False,36.9933,299,396
MTG1,False,30.6961,1290,1617
MTG2,False,19.9428,351,1097
MTHFD1,False,105.962,828,241
MTHFD1L,False,36.5225,588,864
MTHFD2,False,36.0571,641,820
MTHFD2L,False,10.8304,281,2267
MTHFR,False,23.7148,439,1277
MTHFS,False,15.8908,353,1665
MTHFSD,True,10.9055,446,2253
MTIF2,False,25.4707,522,1170
MTIF3,False,25.397,249,677
MTM1,True,46.3165,2262,4237
MTMR1,False,15.0261,720,3261
MTMR10,False,28.9413,885,1235
MTMR11,False,13.8351,396,2722
MTMR12,False,15.4096,257,1436
MTMR14,False,22.7801,262,884
MTMR2,False,41.1455,225,347
MTMR3,False,59.8323,1853,1309
MTMR4,False,34.7396,1267,2351
MTMR6,False,21.6816,321,924
MTMR7,False,27.7136,1262,2878
MTMR8,False,17.22,562,2008
MTMR9,False,110.511,2726,5282
MTNAP1,False,65.5005,148,135
MTO1,False,24.8271,532,1111
MTOR,False,71.4003,211,86
MTPAP,False,61.2066,962,490
MTPN,False,18.8435,602,1183
MTR,False,35.8626,594,1294
MTRES1,False,52.2629,679,403
MTRF1,False,12.5169,252,1899
MTRF1L,False,24.92,770,1995
MTRFR,False,25.6605,723,1975
MTRNR2L1,False,14.6819,361,2336
MTRNR2L4,False,15.4867,323,1811
MTRNR2L8,False,24.2545,642,803
MTRR,False,25.0314,810,1394
MTSS1,False,20.8907,678,1694
MTSS2,False,16.7399,430,2314
MTURN,False,22.4063,335,984
MTUS1,False,16.8227,674,2180
MTX1,False,24.0333,352,772
MTX2,False,45.9306,454,378
MTX3,False,17.7978,526,2236
MUC1,False,15.7955,642,1271
MUC12,False,51.9779,1553,3520
MUC13,False,23.6591,539,1467
MUC16,False,33.2644,1046,4054
MUC19,False,17.1238,405,1724
MUC2,False,14.6729,473,2125
MUC20,False,15.8514,677,2402
MUC3A,False,25.3944,746,1257
MUC4,False,50.884,1652,1511
MUC5AC,False,19.9444,303,738
MUC5B,False,10.3733,402,2069
MUCL1,False,23.1133,926,2666
MUL1,False,23.3771,620,1516
MUS81,False,35.8231,321,233
MUSTN1,False,24.5746,738,2679
MUTYH,False,36.652,777,1474
MVB12A,False,23.2803,710,2042
MVB12B,False,51.3174,1548,1184
MVD,False,54.3504,227,205
MVP,False,38.3476,865,1822
MX1,False,30.7229,668,1519
MX2,False,27.225,1358,4129
MXD1,False,18.8207,611,1863
MXD3,False,17.8085,671,2132
MXD4,False,22.2967,1172,1992
MXI1,False,18.3441,829,3809
MXRA7,False,19.9529,698,2262
MXRA8,False,20.1338,429,1378
MYADM,False,14.0873,399,2183
MYB,False,120.598,3528,3496
MYBBP1A,False,103.669,293,119
MYBL1,False,13.9765,209,1347
MYC,False,30.8031,667,788
MYCBP,False,20.5054,254,712
MYCBP2,False,28.3068,684,1621
MYCBPAP,False,28.9377,694,2841
MYCL,False,18.7152,601,2116
MYCN,False,43.3326,2212,2632
MYD88,True,25.3076,580,1622
MYDGF,False,18.7157,708,2278
MYEF2,False,95.3161,174,60
MYF5,False,26.0657,768,2013
MYF6,False,17.0149,581,1367
MYG1,False,18.6038,470,2744
MYH10,False,14.2014,471,2361
MYH11,False,15.4532,265,1211
MYH14,False,33.5832,248,606
MYH3,False,18.2544,560,2734
MYH9,False,19.1271,733,1607
MYL11,False,18.5797,410,1456
MYL12A,False,22.512,475,1333
MYL12B,False,30.1963,780,2484
MYL5,False,33.6511,1044,1389
MYL6,False,20.6053,568,1536
MYL6B,False,17.0886,550,2295
MYL9,False,30.9051,865,1869
MYLIP,False,19.0428,422,1238
MYLK,False,14.2948,461,1886
MYLK4,False,21.9635,463,1397
MYNN,False,14.1679,383,1355
MYO15A,False,15.7527,290,1307
MYO15B,False,79.543,2103,3020
MYO16,False,30.6601,1818,3130
MYO18A,False,15.7752,1056,3337
MYO19,False,77.0867,2733,4342
MYO1B,False,28.9187,1447,2553
MYO1C,False,20.6783,431,1280
MYO1D,False,23.4642,571,1598
MYO1E,False,16.49,326,2028
MYO1F,False,43.143,1435,2048
MYO1G,False,41.0956,1432,2829
MYO3B,False,20.2309,223,886
MYO5A,False,16.4128,680,2253
MYO6,False,31.245,482,937
MYO9A,False,48.975,2265,2834
MYO9B,False,185.5,137,14
MYOD1,False,47.3002,157,304
MYOF,False,20.5791,791,1504
MYOG,False,42.2195,407,515
MYOM1,False,57.7578,2592,6685
MYOM2,False,15.0722,284,1238
MYPOP,True,42.2322,288,308
MYRF,True,63.9003,2696,5279
MYRFL,False,21.9127,861,2091
MYSM1,False,20.0183,869,1937
MYT1,False,15.9377,978,2178
MYT1L,False,60.0317,2443,4691
MZB1,False,19.8058,776,1597
MZF1,False,26.0776,1410,5567
MZT2A,False,13.463,406,2287
MZT2B,False,31.8676,297,372
N4BP1,False,27.4609,748,1025
N4BP2,False,16.3228,864,3232
N4BP2L1,False,24.6708,794,2383
N4BP2L2,False,20.6637,785,2654
N4BP3,False,32.1866,1658,2227
N6AMT1,False,49.7492,1177,609
NAA16,False,19.6692,731,2000
NAA20,False,118.641,670,163
NAA25,False,160,636,126
NAA30,False,152.404,1487,275
NAA35,False,23.6084,860,1337
NAA38,False,32.287,507,569
NAA40,False,64.7342,2421,2188
NAA60,False,14.0994,497,2216
NAA80,False,39.5773,977,1006
NAAA,False,16.2783,338,1274
NAALAD2,False,14.6611,498,2404
NAALADL1,False,21.7083,722,2199
NAB1,False,18.5739,595,2133
NAB2,False,27.0559,1206,2339
NABP1,False,22.4377,1590,2174
NABP2,True,40.2851,1361,2073
NACC1,False,23.3297,475,1221
NACC2,False,23.4714,314,523
NADK,False,38.3428,339,474
NADK2,False,40.6829,1073,1352
NADSYN1,False,62.8597,1362,1421
NAE1,False,78.0095,138,86
NAF1,False,104.138,759,273
NAGA,False,67.3135,3170,6022
NAGK,False,23.813,754,1112
NAGLU,False,16.9307,469,1959
NAGPA,False,34.6766,1300,2029
NAIF1,True,50.6891,1343,1982
NAIP,False,17.7797,738,3350
NAMPT,False,35.2072,514,625
NANOG,False,23.5861,1064,2846
NANOGNB,False,18.0359,456,2424
NANOS1,False,20.9767,365,1100
NANP,False,25.9582,744,1156
NANS,False,28.0274,543,823
NAP1L1,False,26.7186,525,755
NAP1L2,False,23.5726,383,1378
NAP1L3,False,18.5029,356,1198
NAP1L4,False,17.5183,917,2814
NAP1L5,False,42.0635,1911,5911
NAPB,False,24.7116,875,1474
NAPEPLD,False,22.6998,436,1579
NAPG,False,19.3825,516,1377
NAPRT,False,15.3865,299,1538
NAPSA,False,25.3406,906,3098
NARF,False,20.3081,478,1420
NARS1,False,44.4934,135,160
NARS2,False,41.8852,918,1265
NASP,False,25.1785,844,1199
NAT1,False,18.7668,676,2930
NAT10,False,203.877,194,34
NAT14,False,15.793,399,2114
NAT9,False,17.3736,797,2652
NATD1,False,46.687,2417,2688
NAV1,False,18.0051,524,1619
NAXD,False,22.7051,394,1109
NAXE,False,31.3138,1340,3206
NBAS,False,119.676,463,81
NBEA,False,24.2831,596,2101
NBEAL1,False,18.9373,634,1843
NBEAL2,False,30.6816,663,1146
NBL1,False,15.468,518,1736
NBN,False,338.159,168,11
NBPF1,False,16.0266,711,3621
NBPF11,False,16.8366,434,1536
NBPF14,False,14.6065,523,2179
NBPF15,False,17.8414,506,1895
NBPF19,False,19.4777,390,1842
NBPF20,False,34.466,1179,2317
NBPF26,False,16.4271,316,1395
NBPF3,False,24.0116,810,2259
NBPF9,False,16.5645,768,2854
NBR1,False,34.3957,354,478
NCALD,False,24.4732,483,770
NCAM1,False,32.5506,1051,1221
NCAPD2,False,97.9111,108,61
NCAPD3,False,44.9756,457,362
NCAPG2,False,77.9283,2783,1060
NCAPH2,False,43.4971,206,325
NCBP1,False,250.025,463,29
NCBP3,False,128.883,3394,3640
NCDN,False,69.8423,906,777
NCEH1,False,17.1765,266,1193
NCF1,False,22.5707,1469,2956
NCF2,False,16.5223,445,2341
NCF4,False,22.5471,715,2719
NCK1,False,57.3704,1453,2439
NCK2,False,47.7237,1007,2449
NCKAP1,False,22.5372,439,1541
NCKAP1L,False,55.1219,2272,2352
NCKAP5L,False,14.9249,556,2560
NCKIPSD,False,35.1626,304,377
NCL,False,125.766,1159,450
NCLN,True,14.4013,492,2004
NCOA1,False,31.1817,1147,1558
NCOA2,False,15.9446,478,1918
NCOA3,False,17.8998,248,1298
NCOA4,False,57.2855,1490,2397
NCOA5,False,26.8908,311,562
NCOA6,False,42.7071,1232,2285
NCOA7,False,19.7441,462,1162
NCOR1,False,132.131,3340,2345
NCOR2,False,17.9893,707,2305
NCR3,False,18.7667,533,1117
NCR3LG1,False,17.3257,407,1885
NCS1,False,27.3938,972,1083
NDC1,False,19.3191,225,1003
NDC80,False,69.7727,236,177
NDE1,False,17.873,470,2050
NDEL1,False,81.0849,313,259
NDFIP1,False,20.9335,627,2302
NDFIP2,False,27.5438,798,1246
NDOR1,False,60.5786,409,319
NDRG1,False,61.8565,1075,847
NDRG2,False,13.512,306,1715
NDRG3,False,25.2729,223,698
NDST1,False,10.1037,697,5422
NDST2,False,17.1829,979,2286
NDUFA10,False,47.9287,2051,2619
NDUFA11,False,21.1268,451,1195
NDUFA12,False,15.8947,442,1977
NDUFA13,False,21.4171,374,1161
NDUFA2,False,253.046,452,35
NDUFA3,False,27.5167,358,752
NDUFA4,False,15.6526,477,2213
NDUFA5,False,54.8387,138,122
NDUFA6,False,43.9865,991,1162
NDUFA7,False,114.447,647,205
NDUFA8,False,27.2589,936,1006
NDUFA9,False,29.6113,670,800
NDUFAB1,False,261.524,112,11
NDUFAF1,False,17.387,318,942
NDUFAF2,False,23.4921,269,990
NDUFAF3,False,36.6282,1994,3021
NDUFAF4,False,18.6784,510,1416
NDUFAF5,False,70.1839,1031,788
NDUFAF6,False,14.3444,723,2656
NDUFAF7,False,334.061,161,11
NDUFAF8,False,15.1004,257,1334
NDUFB1,False,29.3936,248,569
NDUFB10,False,30.6756,358,462
NDUFB11,False,25.8953,1213,1903
NDUFB2,False,27.2414,810,1631
NDUFB3,False,26.592,646,1356
NDUFB4,False,27.1101,819,1215
NDUFB5,False,34.6064,714,1211
NDUFB6,False,22.4765,829,2389
NDUFB7,False,29.7708,337,487
NDUFB8,False,19.995,858,3072
NDUFB9,False,27.8543,922,1624
NDUFC1,False,27.4221,803,1135
NDUFC2,False,31.8406,291,569
NDUFS1,False,13.2913,489,1612
NDUFS2,False,34.6524,1849,3993
NDUFS3,False,20.33,503,1501
NDUFS4,False,26.9569,981,3704
NDUFS5,False,25.4294,861,1361
NDUFS6,False,40.1638,1573,5295
NDUFS7,False,46.1931,1204,1869
NDUFS8,False,44.5099,877,684
NDUFV1,False,18.4554,767,2366
NDUFV2,False,26.4472,1226,2630
NDUFV3,False,11.2329,578,5405
NEB,False,38.3545,1418,2079
NECAB3,False,15.5219,161,863
NECAP1,False,27.153,628,1651
NECAP2,False,21.1163,556,1092
NECTIN1,False,17.5942,722,3975
NECTIN2,False,20.3328,372,1051
NECTIN3,False,15.2749,450,2364
NEDD4,False,20.1479,251,721
NEDD4L,False,26.787,756,1727
NEDD8,False,111.291,188,96
NEDD9,False,18.517,516,2666
NEFL,False,30.749,499,706
NEFM,False,19.6083,444,1509
NEIL1,False,35.0686,1311,2124
NEIL2,False,15.6193,296,1221
NEIL3,False,17.9154,346,1653
NEK1,False,46.9458,2210,1997
NEK10,False,18.7869,254,900
NEK11,False,13.9032,578,2130
NEK2,False,13.519,446,3357
NEK3,False,18.9562,349,938
NEK4,False,29.4302,294,430
NEK6,False,15.0722,435,1948
NEK7,False,44.8331,1741,2714
NEK8,False,21.1424,734,2911
NEK9,False,18.4417,528,2738
NELFA,False,98.4104,236,62
NELFB,False,47.4665,108,70
NELFCD,False,77.4261,1028,385
NELFE,False,34.9845,851,1431
NELL2,False,27.6118,690,1150
NEMF,False,38.9241,843,1271
NEMP1,False,29.459,668,2022
NEMP2,False,40.3617,1296,2097
NENF,False,82.8151,215,60
NEO1,False,20.4066,580,927
NEPRO,False,110.951,133,42
NET1,False,24.3129,177,472
NETO2,False,16.3345,346,1693
NEU1,False,16.3113,523,2493
NEU3,False,10.7094,515,2010
NEURL1,False,148.363,3932,5125
NEURL4,False,20.1485,816,2113
NEUROD2,False,73.8737,4406,8446
NEUROD4,False,22.5882,551,1399
NEUROD6,False,30.0152,786,2551
NEUROG1,False,17.653,589,2028
NEUROG2,False,33.6383,1331,3750
NEUROG3,False,16.3474,220,1425
NEXN,False,14.6645,607,1896
NF1,False,16.3905,356,1093
NF2,False,20.9483,888,2380
NFAM1,False,34.0105,1083,2534
NFASC,False,28.7661,618,1005
NFAT5,False,26.48,1068,1483
NFATC1,False,15.1952,573,2002
NFATC2,False,17.1296,622,1686
NFATC2IP,False,38.3256,776,942
NFATC3,False,16.5222,676,4051
NFATC4,False,72.978,3094,5733
NFE2,False,12.9436,279,1153
NFE2L1,True,79.008,759,543
NFE2L2,False,43.1679,301,356
NFE2L3,False,17.3137,635,2244
NFE4,False,25.5381,372,975
NFIA,False,18.2217,1017,3333
NFIB,False,21.7338,741,3005
NFIC,False,23.2365,850,1229
NFIL3,False,32.8718,568,1054
NFIX,False,27.5281,706,1312
NFKB1,False,37.0025,688,868
NFKB2,False,147.409,5367,5876
NFKBIA,False,29.8091,632,1465
NFKBIB,False,23.4377,541,1821
NFKBID,False,44.9571,559,592
NFKBIE,False,149.009,120,37
NFKBIL1,False,164.817,5041,5526
NFKBIZ,False,20.7482,492,1434
NFRKB,False,113.547,4888,4373
NFS1,False,14.2312,354,1391
NFU1,False,27.0505,807,949
NFX1,False,17.6372,695,2486
NFXL1,False,19.6882,210,993
NFYB,False,41.5772,411,556
NGLY1,True,36.7151,339,428
NGRN,False,26.6228,701,1516
NHEJ1,False,18.8101,511,1043
NHERF1,False,32.9675,1156,2457
NHERF2,False,23.4542,311,898
NHLH1,False,19.3988,761,3207
NHLH2,False,25.1585,175,465
NHLRC2,False,36.9011,561,662
NHLRC3,False,18.0044,458,1668
NHSL2,False,130.155,134,26
NIBAN1,False,22.578,714,2665
NIBAN2,False,21.018,397,1279
NIBAN3,False,16.9935,416,1559
NICOL1,False,56.6222,2287,6004
NID2,False,19.5256,275,1781
NIF3L1,False,14.8193,425,2146
NIN,False,20.9403,473,1899
NINJ1,False,23.4049,326,598
NINJ2,False,14.9578,256,1381
NIP7,False,84.9856,127,124
NIPA1,False,21.4154,671,1787
