target,panel,energy,genes_z3,cells
FHIT,False,98.09,2438,2065
FHL1,False,114.257,3438,2232
FHL2,False,22.6864,265,844
FHL3,True,19.9902,582,2162
FHOD1,False,14.9712,393,1601
FIBP,False,24.0146,1217,3375
FICD,False,21.7805,845,1746
FIG4,False,14.039,343,2089
FIGLA,False,20.0978,577,1268
FIGNL1,False,42.6321,1302,885
FILIP1L,False,12.4492,330,1651
FIRRM,False,108.586,3105,3873
FIS1,False,61.6805,103,182
FITM1,False,42.1854,698,472
FITM2,False,35.517,1547,1348
FIZ1,False,20.9546,612,2399
FKBP11,False,19.2718,307,1337
FKBP14,False,17.564,598,2526
FKBP15,False,25.4734,168,450
FKBP1A,False,20.3391,186,654
FKBP1B,False,33.6175,980,2228
FKBP2,False,60.3782,2728,1074
FKBP3,False,27.9875,739,1383
FKBP4,False,31.9286,383,877
FKBP5,False,14.8092,624,1800
FKBP7,False,17.1371,557,1765
FKBP8,False,158.243,3947,4401
FKBPL,False,18.8204,250,720
FKRP,False,33.8434,686,1177
FKTN,False,11.046,418,2712
FLACC1,False,18.63,723,3461
FLAD1,False,69.4204,650,393
FLCN,False,31.8253,678,978
FLI1,False,41.3888,1085,897
FLII,False,28.2851,812,1264
FLNA,False,27.5491,524,1413
FLNB,False,11.8664,460,1562
FLOT1,False,16.1069,791,1743
FLOT2,False,24.3479,920,3965
FLRT2,False,20.8886,166,772
FLT1,False,18.3394,429,1342
FLT3LG,False,27.3495,1398,2257
FLT4,False,27.9364,1987,2789
FLVCR1,False,16.7247,314,1395
FLVCR2,False,15.5229,510,1346
FLYWCH1,False,20.1081,638,1873
FLYWCH2,False,21.5818,678,2245
FMC1,False,14.8795,365,1484
FMC1-LUC7L2,False,42.4969,2189,2282
FMN1,False,16.7083,481,1211
FMNL1,False,19.6496,378,1361
FMNL2,False,27.8918,558,1321
FMNL3,False,24.7846,334,500
FMO4,False,20.8476,535,1601
FMR1,False,50.8791,465,339
FN1,False,58.7938,184,135
FN3K,False,40.0509,1473,2581
FN3KRP,False,21.7765,1178,4155
FNBP1,False,23.8745,456,1207
FNBP1L,False,70.3445,2415,3847
FNBP4,False,89.3822,1344,549
FNDC10,False,36.541,1341,3330
FNDC3A,False,15.2034,604,1963
FNDC3B,False,21.0729,974,2175
FNDC9,False,17.427,886,1873
FNIP1,False,16.6378,409,1876
FNIP2,False,34.1876,269,480
FOCAD,False,17.1553,623,1748
FOS,False,18.0886,428,1510
FOSB,False,21.4115,1014,1678
FOSL1,False,24.2655,157,561
FOSL2,False,25.1955,997,2180
FOXA1,False,23.1294,502,1384
FOXA2,False,19.9081,378,1422
FOXA3,False,21.7011,418,2008
FOXB1,False,15.5794,442,1892
FOXB2,False,14.3021,299,1954
FOXC1,False,50.8015,1395,3018
FOXC2,False,30.7776,951,1975
FOXD1,False,20.3309,312,1090
FOXD2,False,67.216,1682,2153
FOXD3,False,22.94,484,1264
FOXD4,False,44.1233,2211,3939
FOXD4L1,False,32.6204,1033,1234
FOXD4L3,False,18.8847,262,932
FOXD4L4,False,17.2365,469,1906
FOXD4L5,False,22.5674,621,2239
FOXD4L6,False,17.3514,486,1764
FOXE1,False,14.6302,372,1640
FOXE3,False,18.1292,335,1299
FOXF1,False,13.1818,579,2846
FOXF2,False,31.279,1047,2769
FOXG1,False,18.9319,350,1321
FOXH1,False,25.295,267,850
FOXI1,False,27.3218,1253,3105
FOXI2,False,16.6463,306,1691
FOXI3,False,21.6822,299,878
FOXJ1,False,18.6652,709,1433
FOXJ2,False,25.0457,669,1563
FOXJ3,False,17.1526,379,1624
FOXK1,False,68.259,1517,922
FOXK2,False,17.9444,532,1490
FOXL1,False,59.4863,1672,3588
FOXL2,False,15.7107,268,1134
FOXM1,False,31.0547,454,975
FOXN1,False,14.3435,1111,3701
FOXN2,True,38.7575,1290,3273
FOXN3,False,20.1751,481,1509
FOXN4,False,38.0814,341,436
FOXO1,False,126.292,3474,2303
FOXO3,False,34.5435,576,742
FOXO4,True,44.8616,967,2061
FOXO6,False,23.1016,872,1879
FOXP1,False,17.0725,681,2122
FOXP2,False,18.5718,834,3144
FOXP3,False,26.9074,1671,3690
FOXP4,False,22.0787,829,2175
FOXQ1,False,29.6622,818,1913
FOXR1,False,33.4762,260,456
FOXR2,False,17.0619,432,1519
FOXRED1,False,23.0672,670,1243
FOXRED2,False,21.5222,666,1504
FOXS1,False,12.8792,351,1759
FPGS,False,56.8602,1302,1083
FPGT,False,24.8429,291,726
FPR1,False,20.5382,518,1720
FRA10AC1,False,24.7777,480,827
FRAS1,False,19.1505,459,1715
FRAT1,False,18.7569,572,2479
FRAT2,False,22.4629,439,1631
FRG1,False,18.2903,341,1277
FRMD3,False,25.1099,1048,2983
FRMD4A,False,24.5747,270,781
FRMD4B,False,18.7672,827,2230
FRMD6,False,17.2695,572,2027
FRMD8,False,21.67,1075,2515
FRS2,False,15.091,368,2533
FRS3,False,93.7912,2358,2576
FRY,False,17.4666,476,1845
FRYL,False,23.075,946,3901
FSBP,False,20.6965,1086,3947
FSCN1,False,21.7687,627,1999
FSD1,False,20.1793,772,2319
FSD1L,False,28.3777,381,1210
FSIP1,False,14.8249,282,1576
FSTL1,False,21.791,959,3490
FTH1,False,20.0084,387,1687
FTL,False,39.2712,2082,5834
FTO,False,18.4888,556,1653
FTSJ1,False,36.4861,1313,2995
FTSJ3,False,91.3318,936,162
FUBP1,False,53.0094,2001,986
FUBP3,True,19.6282,253,758
FUCA1,False,14.1567,409,2038
FUCA2,False,15.1119,294,1545
FUNDC1,False,43.2852,366,315
FUNDC2,False,23.2333,634,1900
FUOM,False,17.7519,387,1414
FURIN,False,15.4561,488,1730
FUS,False,23.271,1081,1693
FUT10,False,22.2847,1053,1828
FUT11,False,17.4399,378,1125
FUT4,False,22.3891,873,2235
FUT7,False,16.9765,471,1227
FUT8,False,12.3189,256,1515
FUZ,False,13.8828,480,2387
FXN,False,371.508,324,33
FXR1,False,36.6744,1020,1093
FXR2,False,33.5059,391,731
FXYD1,False,14.3907,455,1254
FXYD2,False,31.8672,1703,4572
FXYD3,False,21.9947,521,1538
FXYD5,True,78.4128,1991,3893
FXYD7,False,22.239,212,782
FYB1,False,19.9631,380,1393
FYCO1,False,30.7189,165,576
FYN,False,25.9824,466,926
FYTTD1,False,27.6805,1469,3488
FZD3,False,16.5733,399,1607
FZD6,False,123.404,819,164
FZR1,False,71.1815,167,98
G0S2,False,27.596,1686,3731
G2E3,False,19.591,678,2230
G3BP1,False,27.2026,1420,1352
G3BP2,False,20.8176,881,2858
G6PC3,False,24.0505,600,2023
G6PD,False,45.529,869,1261
GAA,False,12.2979,351,1431
GAB2,False,21.1214,523,1049
GAB3,False,16.4763,621,1908
GABARAP,False,22.6281,306,617
GABARAPL1,False,25.1983,761,1091
GABARAPL2,False,14.0576,540,2526
GABBR1,False,18.2041,361,1135
GABPA,False,47.9387,803,533
GABPB1,False,117.876,1816,620
GABPB2,False,25.1759,598,1447
GAD1,False,13.3146,307,2129
GADD45A,False,34.0005,950,2403
GADD45B,False,18.2917,771,3733
GADD45G,False,25.647,320,689
GADD45GIP1,False,42.9822,783,917
GAK,False,68.5862,1271,619
GAL3ST4,False,19.247,751,2326
GALC,False,21.7097,963,3331
GALE,False,20.1019,301,871
GALK1,False,37.9348,921,1353
GALK2,False,31.2327,1865,3537
GALM,False,17.1125,418,2736
GALNS,False,28.5141,160,238
GALNT1,False,16.8615,567,2451
GALNT10,False,20.9811,233,670
GALNT11,False,46.0648,660,891
GALNT12,False,29.2416,554,2108
GALNT18,False,24.1882,423,836
GALNT2,False,50.2834,1427,2915
GALNT3,False,44.8767,272,336
GALNT4,False,19.7471,677,1371
GALNT6,False,26.6206,1646,1882
GALNT7,False,16.2544,259,1185
GALR2,False,27.8556,706,921
GALT,False,30.2936,1046,2463
GAMT,False,21.1771,560,2223
GAN,False,25.192,241,567
GANAB,False,34.5966,988,931
GANC,False,15.4999,336,1251
GAPVD1,False,19.5729,474,2322
GAREM1,False,32.674,1377,2041
GAREM2,False,29.7547,657,1610
GARIN1A,False,21.7142,795,1798
GARRE1,False,26.0821,297,716
GARS1,False,52.7391,596,401
GART,False,38.2961,325,611
GAS2,False,19.1406,450,2054
GAS2L1,False,35.4048,1070,1250
GAS6,False,15.6323,387,1361
GAS7,False,19.6077,242,982
GAS8,False,29.3043,1663,3295
GATA1,False,17.7485,433,2037
GATA2,False,58.639,288,232
GATA3,False,100.93,2378,2407
GATA4,False,21.5666,194,596
GATA5,False,18.8805,261,968
GATA6,False,17.2034,310,2019
GATAD1,False,50.7997,724,337
GATAD2A,False,17.3762,379,2018
GATAD2B,False,34.2179,710,1051
GATB,False,31.715,698,747
GATC,False,26.4801,742,1559
GATD1,False,11.3781,320,1975
GBA1,False,15.275,328,1469
GBA2,False,47.2838,684,592
GBE1,False,16.0284,536,1580
GBGT1,False,20.961,672,1769
GBP1,False,51.6168,1347,2827
GBP2,False,18.0233,319,1077
GBP3,False,36.6698,1212,2006
GBP4,False,10.2726,328,3178
GBP5,False,23.6792,743,2834
GBP7,False,13.2798,501,2161
GBX1,False,16.9029,601,2596
GBX2,False,30.3973,503,952
GCA,False,19.729,987,2265
GCAT,False,12.6827,186,1141
GCC1,False,36.8798,813,1493
GCC2,False,12.7532,351,1743
GCDH,False,12.4153,489,3131
GCFC2,False,20.8023,627,1813
GCH1,False,26.1661,474,999
GCHFR,False,12.2928,452,2294
GCLC,False,41.6286,422,411
GCLM,False,24.9018,669,1666
GCM1,False,15.6175,469,1643
GCM2,False,14.5934,601,2388
GCN1,False,52.389,1029,888
GCNA,False,21.4215,963,4671
GCNT1,False,26.6746,787,2069
GCNT4,False,16.8485,347,1375
GCNT7,False,14.3624,466,3113
GCSAM,False,29.7621,862,1353
GCSH,False,90.8607,543,312
GDAP1,False,38.9692,1155,2244
GDAP2,False,158.474,1227,273
GDE1,False,26.0921,508,1302
GDF11,False,29.7003,274,294
GDF15,False,25.1586,591,2003
GDF7,False,22.0979,368,1121
GDF9,False,45.3416,681,534
GDI1,False,24.9849,372,907
GDI2,False,15.4609,415,1611
GDPD1,False,28.4961,292,613
GDPD3,False,22.7131,367,704
GDPD5,False,23.1848,533,1378
GDPGP1,False,25.556,577,1752
GEM,False,16.96,576,2465
GEMIN2,False,81.197,358,216
GEMIN6,False,136.263,205,71
GEMIN7,False,63.1305,224,170
GEMIN8,False,83.744,209,93
GEN1,False,52.3632,1512,1542
GET1,False,172.187,315,85
GET3,False,74.4281,318,212
GET4,False,34.6129,421,613
GFER,False,58.9353,235,139
GFI1,False,27.4581,847,1834
GFI1B,False,21.0202,1332,5730
GFM1,False,62.0648,1394,2016
GFM2,False,82.2706,961,962
GFOD1,False,16.5181,223,1325
GFOD2,False,19.6486,1071,2515
GFPT2,False,19.7941,634,2932
GFUS,False,22.3853,778,2531
GGA1,False,22.4452,619,1799
GGA2,False,11.2888,242,2086
GGA3,False,33.5441,1230,1058
GGACT,False,30.0211,380,712
GGCT,False,15.7323,274,1233
GGCX,False,19.5816,608,1904
GGH,False,22.6899,731,2139
GGNBP2,False,42.876,2374,4589
GGPS1,False,71.2946,152,112
GGT1,False,13.065,467,1521
GGT7,False,140.351,3577,3184
GHDC,False,16.246,333,1465
GHITM,False,15.3569,455,1598
GID4,False,24.062,974,1638
GID8,False,57.9208,1531,1449
GIGYF1,False,30.8317,521,726
GIGYF2,True,48.4571,1504,1169
GIMAP1-GIMAP5,False,24.6601,458,895
GIMAP2,False,14.1486,385,1375
GIMAP4,False,20.7807,796,2548
GIMAP5,False,18.7596,900,2566
GIMAP6,False,12.0988,327,1902
GIMAP7,False,28.3375,1260,3258
GIMAP8,False,12.2222,550,3321
GIN1,False,70.6621,3000,6654
GINM1,False,32.7401,618,603
GINS1,False,47.8857,587,603
GINS2,False,42.9334,414,583
GINS4,False,140.853,254,85
GIPC1,False,17.0638,406,1676
GIPC3,False,40.9144,1484,1587
GIPR,False,15.8986,579,2734
GIT1,False,18.7574,592,1814
GIT2,False,28.0418,981,1663
GJB2,False,20.1892,376,1307
GJB6,False,33.0929,1122,2583
GJC1,False,104.967,1210,513
GK,False,18.1357,339,1127
GK5,False,29.7035,231,353
GKAP1,False,27.2318,791,918
GLA,False,15.993,696,2473
GLB1,False,29.0454,503,1102
GLB1L,False,24.3464,922,3359
GLB1L2,False,16.9996,221,1147
GLB1L3,False,13.0565,491,2217
GLCCI1,False,31.4417,345,495
GLCE,False,33.2673,838,2355
GLDC,False,22.5205,560,1730
GLG1,False,17.9125,490,1593
GLI1,False,17.3324,223,750
GLI2,False,26.5577,1289,3745
GLI3,True,13.2442,555,3363
GLI4,False,17.2045,358,1919
GLIPR1,False,16.8649,220,1107
GLIPR2,False,100.692,4369,4242
GLIS1,False,52.1613,1799,1263
GLIS2,False,76.5265,1512,2375
GLIS3,False,21.8808,368,1313
GLMN,False,84.6231,131,69
GLMP,False,27.4405,237,699
GLO1,False,22.8993,553,1331
GLOD4,False,14.9853,414,2092
GLRX,False,16.6147,717,2424
GLRX2,False,21.1635,1077,2336
GLRX3,False,99.7542,392,205
GLRX5,False,15.9585,691,2326
GLS,False,40.6956,1053,1165
GLS2,False,27.3835,289,409
GLT8D1,False,15.2861,323,2018
GLTP,False,27.4419,472,878
GLUD1,False,20.5428,535,1526
GLUL,False,30.5412,944,1419
GLYCTK,False,20.7712,314,1341
GLYR1,True,25.727,1534,3432
GM2A,False,16.9573,398,1674
GMCL1,False,17.2211,677,1840
GMDS,False,12.6603,330,2429
GMEB1,False,68.4756,2808,4452
GMEB2,True,26.8465,334,885
GMFB,False,27.9224,853,3060
GMFG,False,15.9363,527,2027
GMNN,False,14.3593,384,1563
GMPPA,False,13.0999,241,1394
GMPPB,False,131.827,241,43
GMPR,False,23.4066,653,2077
GMPR2,False,23.9155,745,1919
GMPS,False,79.8279,309,166
GNA12,False,20.8521,379,1057
GNA13,False,28.4558,628,910
GNA15,False,49.4736,789,1133
GNAI1,False,23.2248,1188,3652
GNAI2,False,38.1498,1275,2330
GNAI3,False,14.6066,709,2297
GNAL,False,19.1582,499,1360
GNAO1,False,15.6353,401,1576
GNAQ,False,20.7269,760,1670
GNAS,False,63.2471,2634,2603
GNAZ,False,23.2973,864,1603
GNB1,False,21.4658,452,962
GNB1L,False,37.821,731,432
GNB2,False,44.5475,1362,4140
GNB4,False,19.4124,536,1679
GNB5,False,42.9301,855,2229
GNE,False,45.2954,1875,1845
GNG10,False,26.9165,295,868
GNG11,False,45.5095,2367,4208
GNG2,False,48.6957,1348,3341
GNG4,False,28.1531,1392,2735
GNG5,False,35.8349,393,536
GNG7,False,21.0112,1288,4746
GNG8,False,19.6679,702,2155
GNGT2,False,22.5863,474,1744
GNL1,False,26.2784,457,1048
GNLY,False,30.9914,1385,2105
GNMT,False,67.6385,1921,2729
GNPAT,False,51.2955,296,431
GNPDA1,False,22.2343,479,1884
GNPDA2,False,37.0203,1722,2040
GNPNAT1,False,140.782,437,123
GNPTAB,False,19.7207,328,1335
GNPTG,False,20.1983,458,1237
GNRH1,False,15.8108,483,2332
GNRH2,False,15.6482,353,1828
GNS,False,43.4335,788,582
GOLGA1,False,21.609,613,2140
GOLGA2,False,15.9319,773,2602
GOLGA3,False,42.7891,170,260
GOLGA4,False,21.7472,301,829
GOLGA5,False,70.8268,1871,1076
GOLGA7,False,22.2245,523,1405
GOLGA7B,False,74.7226,140,64
GOLGA8A,False,119.178,1945,1271
GOLGA8B,False,16.0326,733,3427
GOLGA8N,False,30.7292,1457,2392
GOLGB1,False,14.9377,200,1437
GOLIM4,False,38.0052,1307,1545
GOLM1,False,18.2575,526,1185
GOLM2,False,12.1294,445,2077
GOLPH3,False,12.6931,248,1626
GOLPH3L,False,18.8197,520,1865
GOLT1B,False,68.5497,205,129
GON4L,False,81.8532,363,184
GON7,False,39.3905,1784,3372
GOPC,False,16.9223,735,2429
GORAB,False,11.5267,248,1689
GORASP1,False,29.1213,661,1629
GORASP2,False,52.1257,1291,1753
GOSR1,False,23.0827,332,942
GOT1,False,36.195,1128,2909
GOT2,False,12.4342,494,2787
GP1BA,False,14.6322,585,2898
GP1BB,False,52.3966,926,1025
GP5,False,15.9928,723,2825
GP6,False,20.4216,424,1681
GP9,False,28.3054,951,1783
GPA33,False,19.7239,611,1978
GPAA1,False,33.0791,1186,1784
GPALPP1,False,79.8566,574,186
GPAM,False,19.3782,493,1366
GPANK1,False,18.1539,684,2831
GPAT2,False,25.1613,1038,2833
GPAT3,False,13.8846,367,2285
GPAT4,False,43.1553,2315,4938
GPATCH1,False,79.9511,163,69
GPATCH11,False,16.9503,235,999
GPATCH2,False,22.932,566,1287
GPATCH2L,False,13.9465,551,2194
GPATCH3,False,24.5992,1113,1661
GPATCH4,False,19.4071,417,1703
GPATCH8,True,26.9711,1130,1786
GPBP1,False,19.3259,1063,3786
GPBP1L1,False,30.5776,1054,1746
GPC1,False,34.3052,1181,3087
GPC2,False,9.78551,316,2260
GPCPD1,False,16.1855,655,2063
GPD1L,False,24.1207,751,1395
GPD2,False,52.5687,1608,2558
GPHN,False,15.6275,838,2833
GPI,False,52.4657,1661,1218
GPKOW,False,124.785,1786,1042
GPM6A,False,13.5658,570,2083
GPM6B,False,20.3593,848,2284
GPN1,False,41.2548,153,180
GPN2,False,482.094,746,25
GPN3,False,220.887,133,13
GPNMB,False,63.135,1359,2776
GPR107,False,36.5354,713,1689
GPR108,False,33.4432,1164,2707
GPR132,False,12.9375,433,1550
GPR135,False,21.8029,349,696
GPR137,False,73.3153,3267,4324
GPR137B,False,25.1589,268,986
GPR146,False,39.6975,1124,1453
GPR15,False,45.2623,2130,3887
GPR150,False,13.6467,450,2363
GPR155,False,64.4772,1576,3773
GPR157,False,15.108,1042,4124
GPR160,False,19.5342,439,1116
GPR171,False,21.2249,791,2392
GPR174,False,15.8313,320,1315
GPR18,False,22.8943,1085,2155
GPR180,False,20.199,442,1561
GPR183,False,25.5725,357,947
GPR19,False,22.5349,271,743
GPR25,False,26.9968,1061,2919
GPR27,False,18.9387,659,1470
GPR3,False,20.7064,408,1434
GPR34,False,13.8403,442,1979
GPR35,False,17.9509,708,1539
GPR52,False,28.4585,1028,3365
GPR55,False,21.942,230,689
GPR63,False,27.4912,448,666
GPR65,False,17.4467,440,1528
GPR68,False,12.5456,313,1823
GPR75,False,25.6223,254,480
GPR82,False,66.0263,1859,2003
GPR89A,False,22.0893,265,1043
GPR89B,False,24.5109,195,388
GPRASP1,False,31.4517,548,828
GPRASP2,False,24.4445,889,1269
GPRASP3,False,16.0029,256,1231
GPRC5A,False,41.157,1669,1757
GPRC5B,False,23.0685,389,1363
GPRIN3,False,17.7309,385,1265
GPS1,False,96.2461,271,103
GPS2,False,43.0447,1935,1902
GPSM1,False,20.2793,282,905
GPSM2,False,39.7084,508,840
GPSM3,False,18.8964,485,1895
GPT2,False,39.1202,537,579
GPX2,False,14.4985,241,930
GPX3,False,16.6832,369,1199
GPX4,False,32.3513,569,1148
GPX7,False,23.4193,197,753
GRAMD1A,True,20.0378,277,676
GRAMD1B,False,19.2133,651,2486
GRAMD2B,False,15.9736,520,2079
GRAMD4,False,25.1946,245,521
GRAP,False,29.1326,1451,3062
GRAP2,False,36.7081,305,393
GRAPL,False,16.8933,290,1214
GRB10,False,19.0222,545,2862
GRB2,False,13.8369,330,1494
GREM2,False,27.0407,1417,4037
GRHL1,False,38.3179,856,772
GRHL2,False,20.8891,654,1619
GRHL3,False,18.7667,635,2443
GRHPR,False,43.2547,1430,2229
GRIN2B,False,13.3378,381,2943
GRIN3A,False,26.6034,495,1517
GRINA,False,146.914,3867,4941
GRIP1,False,13.005,517,2558
GRIPAP1,False,49.9118,597,780
GRK2,False,19.4904,446,1076
GRK3,False,29.4659,302,667
GRK4,False,15.7426,241,880
GRK5,False,16.3019,595,2594
GRK6,False,23.3384,1857,5597
GRM2,False,21.3731,422,812
GRN,False,28.7198,184,285
GRPEL1,False,98.036,129,45
GRPEL2,False,33.7169,648,668
GRSF1,False,32.7292,2018,2949
GRWD1,False,219.666,642,90
GSAP,False,16.6276,742,1987
GSC,False,24.6692,732,1635
GSC2,False,24.1326,676,1280
GSDMA,False,17.6051,279,1222
GSDMB,False,18.6188,437,984
GSDMD,False,34.2946,921,1625
GSDME,False,15.66,663,2443
GSE1,False,17.3893,449,1896
GSK3A,False,51.3324,1645,3094
GSK3B,False,26.1144,956,1938
GSKIP,False,27.0996,1090,2888
GSN,False,37.8814,2261,6407
GSPT1,False,84.9269,314,117
GSPT2,False,15.7954,632,2038
GSR,False,20.709,223,799
GSS,False,60.5576,709,443
GSTA1,False,27.798,1029,2551
GSTA4,False,87.6973,179,98
GSTCD,False,31.7815,1695,2007
GSTK1,False,15.4728,524,1876
GSTM1,False,16.4388,195,1085
GSTM2,False,18.8034,471,2191
GSTM3,False,31.2119,765,1697
GSTM4,False,22.9425,255,744
GSTO1,False,27.0731,842,1987
GSTO2,False,18.3427,234,1233
GSTP1,False,53.5915,201,197
GSTZ1,False,21.2691,687,1994
GSX1,False,21.7329,796,2521
GSX2,False,18.6816,366,1587
GTDC1,False,26.9057,229,439
GTF2A1,False,41.3648,892,1699
GTF2A2,False,41.0232,293,301
GTF2E1,False,87.7218,496,253
GTF2F1,False,134.252,112,23
GTF2H1,False,46.1706,211,349
GTF2H2,False,124.51,158,41
GTF2H2C,False,178,2608,2045
GTF2H3,False,41.284,217,242
GTF2H4,False,397.795,152,10
GTF2H5,False,142.267,3082,2960
GTF2I,False,17.8358,634,1953
GTF2IRD1,True,39.3853,365,512
GTF2IRD2B,False,19.2238,309,1291
GTF3A,False,24.5311,406,1394
GTF3C1,False,186.578,163,25
GTF3C2,False,56.51,501,340
GTF3C3,False,91.8649,217,82
GTF3C4,False,50.2619,465,403
GTF3C5,False,70.2039,473,238
GTF3C6,False,111.591,492,170
GTPBP1,False,14.3933,379,1876
GTPBP10,False,31.1469,1329,1800
GTPBP2,False,12.9403,552,2489
GTPBP3,False,27.435,380,823
GTPBP4,False,146.057,196,23
GTPBP6,False,30.7209,981,2444
GTPBP8,False,19.5951,592,2069
GTSE1,False,41.4458,1013,1635
GTSF1,False,51.9544,2119,7277
GUCA1B,False,36.9401,570,627
GUCA2A,False,38.9097,257,425
GUCA2B,False,35.8871,176,227
GUCD1,False,56.5031,140,139
GUCY1A1,False,19.6024,239,1372
GUCY1B1,False,53.8863,2140,4781
GUF1,False,28.8511,1189,2938
GUK1,False,174.787,80,10
GUSB,False,23.5495,532,1698
GVQW3,False,13.1996,1009,2920
GXYLT1,False,21.274,360,902
GYG1,False,24.4292,302,832
GYPC,False,101.062,2310,2879
GYPE,False,11.3726,370,2425
GYS1,False,121.338,212,89
GZF1,False,20.4896,182,854
GZMA,False,22.0697,922,2808
GZMB,False,46.7524,1168,1163
GZMH,False,13.7944,407,1512
GZMK,False,27.9692,542,907
GZMM,False,20.1328,433,1352
H1-0,False,54.5024,2402,1267
H1-1,False,25.8385,280,682
H1-10,False,25.4736,991,4718
H1-2,False,55.9399,1666,1809
H1-3,False,17.2033,462,2221
H1-4,False,36.3825,1168,2111
H1-5,False,27.3639,581,1521
H2AC11,False,19.3782,361,973
H2AC12,False,40.6939,1181,1252
H2AC13,False,18.3032,204,790
H2AC14,False,17.4627,285,1222
H2AC15,False,17.2593,697,3106
H2AC16,False,24.4625,726,1970
H2AC17,False,63.7934,1893,2826
H2AC18,False,26.0282,647,1713
H2AC20,False,22.8584,245,835
H2AC21,False,15.7201,901,2220
H2AC25,False,29.8866,736,1735
H2AC4,False,18.0329,384,1285
H2AC6,False,18.8308,493,1432
H2AC8,False,16.3057,633,3003
H2AJ,False,61.5046,2437,3289
H2AX,False,30.6674,592,646
H2AZ1,False,41.6605,1229,1044
H2AZ2,False,20.9866,612,1789
H2BC10,False,125.64,2812,1720
H2BC11,False,24.3926,655,1536
H2BC12,False,14.8334,164,816
H2BC13,False,12.8879,488,2342
H2BC14,False,17.4626,200,848
H2BC15,False,21.1642,352,1322
H2BC17,False,13.988,341,1747
H2BC18,False,20.9565,642,1576
H2BC21,False,17.0476,842,2219
H2BC26,False,19.1303,633,2764
H2BC3,False,15.688,566,2827
H2BC4,False,24.395,733,2247
H2BC5,False,23.1567,509,964
H2BC6,False,21.379,751,1502
H2BC7,False,15.7497,295,1726
H2BC8,False,28.2252,1305,5127
H2BC9,False,27.0253,968,2160
H3-3A,False,29.3195,1627,3896
H3-3B,False,17.6763,313,1365
H3-5,False,19.7418,615,1519
H3C1,False,12.4385,263,2164
H3C10,False,15.4646,404,1892
H3C11,False,43.5684,1558,1739
H3C12,False,39.3759,1124,2021
H3C13,False,26.0344,1181,4223
H3C14,False,46.6133,376,347
H3C15,False,19.6363,826,2493
H3C2,False,20.0031,393,1600
H3C3,False,29.4259,974,2508
H3C4,False,25.3953,1139,4881
H3C6,False,17.4117,294,842
H3C7,False,21.2802,691,2294
H3C8,False,16.1759,376,1329
H4C1,False,16.7392,805,2605
H4C11,False,17.7146,665,2478
H4C12,False,18.7702,688,3306
H4C13,False,39.384,727,1042
H4C15,False,20.8983,384,1703
H4C16,False,21.1665,1280,3344
H4C2,False,43.5327,794,750
H4C3,False,17.9884,880,3497
H4C4,False,14.9581,364,1745
H4C5,False,32.7318,1415,3589
H4C6,False,43.5293,1967,3783
H4C8,False,21.9787,491,1635
H4C9,False,10.1336,853,8498
H6PD,False,13.1566,464,1724
HABP4,False,38.1798,220,327
HACD1,False,155.222,3339,4364
HACD2,False,47.4299,1870,3247
HACD3,False,20.6683,779,1494
HACD4,False,22.6583,1479,2164
HACE1,False,16.6336,363,1107
HACL1,False,21.6051,472,1834
HADH,False,22.0965,550,1603
HADHA,False,19.4764,450,1897
HADHB,False,28.4124,620,1429
HAGH,False,22.7515,706,1394
HAGHL,False,17.0888,289,978
HAND1,False,33.3272,876,2581
HAND2,False,20.4589,784,2638
HAPLN3,False,37.745,1258,1855
HAPSTR1,False,41.0612,2617,3028
HARBI1,False,17.4458,349,1380
HARS2,False,77.8789,319,144
HAS3,False,31.8687,1059,1917
HASPIN,False,21.4636,283,722
HAT1,False,18.9236,627,2043
HAUS1,False,151.296,123,23
HAUS2,False,71.4164,185,87
HAUS4,False,108.788,241,81
HAUS8,False,47.2484,143,170
HAVCR1,False,37.5268,1117,2166
HAVCR2,False,25.6353,850,3104
HAX1,False,40.0544,416,425
HBA2,False,36.4385,1718,2245
HBB,False,48.0821,1331,2686
HBD,False,11.9446,640,3363
HBEGF,False,13.3925,405,2272
HBM,False,18.715,239,658
HBP1,False,16.147,400,1608
HBS1L,False,171.418,274,32
HCAR1,False,15.5529,175,1049
