target,gene,dist,log2fc
NAT8L,NELFA,16759,-0.27475047765578425
NAT8L,C4orf48,18034,-0.19175247934097242
NAT9,SLC9A3R1,27777,-0.027610590704265983
NAXE,GPATCH4,9758,-0.34820177943503045
NBAS,DDX1,29838,-0.5051570755636429
NBEAL1,WDR12,190,-0.13015238761856565
NBEAL2,CCDC12,2350,-0.020383530707671557
NBN,DECR1,1898,-0.5476033526002279
NBR1,BRCA1,72,-0.4345005423415579
NCAPD3,THYN1,27869,-0.1312041343957106
NCAPD3,VPS26B,891,-0.43454183737669916
NCAPG,DCAF16,86,-1.5756621624415963
NCAPH,SNRNP200,14457,-0.10019104179402515
NCAPH2,TYMP,22199,-0.8001791438276706
NCAPH2,LMF2,376,-0.3447407308316971
NCAPH2,SCO2,18334,0.6344185275185644
NCBP2,NCBP2AS2,80,-0.12092207196875084
NCDN,KIAA0319L,508,-0.8385631743330123
NCKAP1L,GTSF1,24111,-0.02409916358382001
NCSTN,COPA,272,-0.7090632352479997
NDOR1,TPRN,1469,-0.00612730509478742
NDOR1,SSNA1,17022,0.10046746705361098
NDOR1,TMEM203,14,-0.44317809403335456
NDOR1,TUBB4B,35616,-0.04810433268337701
NDOR1,NELFB,49548,-0.14495066302139803
NDRG3,DSN1,28141,-0.24759661607453468
NDST2,CHCHD1,29924,0.08808627498798582
NDUFA1,UPF3B,18354,0.4305907590115739
NDUFA2,IK,765,-0.3534826859635301
NDUFA2,WDR55,16653,0.05527810493510422
NDUFA2,HARS,43714,0.1525737756455626
NDUFA3,CNOT3,34982,-0.1368655217775671
NDUFA3,PRPF31,12682,-0.3816602930958558
NDUFA4,PHF14,32796,-0.397334800269783
NDUFA6,SMDT1,11320,-0.27491458447723766
NDUFA7,CD320,13021,0.19432362101907802
NDUFAB1,UBFD1,38771,-0.19749709871572435
NDUFAB1,DCTN5,45052,-0.028157137569553223
NDUFAF1,RTF1,995,0.08544974821132464
NDUFAF3,IMPDH2,8993,-0.9409974240228908
NDUFAF3,WDR6,13397,-0.23022115685913658
NDUFAF5,ESF1,431,-1.6412542246765305
NDUFAF7,CEBPZ,16,-1.7644328218542071
NDUFAF7,CEBPZOS,40155,-0.4389980691366471
NDUFB1,CPSF2,466,-1.4279667740218371
NDUFB10,GFER,24199,-0.19418048923083106
NDUFB10,SYNGR3,30137,-0.08748312660179697
NDUFB10,TBL3,12472,-0.0786843820721805
NDUFB10,MSRB1,16230,-0.013879091868233722
NDUFB11,UBA1,45206,-0.004320466984592716
NDUFB11,RBM10,1223,-2.0910789987884564
NDUFB3,CFLAR,44572,-0.17908660120336242
NDUFB3,FAM126B,267,0.012060293189511294
NDUFB5,ACTL6A,41804,0.10371958746313674
NDUFB6,TOPORS,20578,0.167507230497732
NDUFB7,DNAJB1,11688,-0.23314574539754257
NDUFB9,TATDN1,360,-1.6535359231452282
NDUFC1,NAA15,1118,-0.7259474526657635
NDUFS1,EEF1B2,51,-3.4042161109675737
NDUFS2,UFC1,44328,-0.17481695047295637
NDUFS2,B4GALT3,18452,-0.1757660757106657
NDUFS2,FCER1G,18071,1.1124272183014623
NDUFS3,PTPMT1,94,0.10153825278179698
NDUFS3,CELF1,233,-0.07186955368064359
NDUFS5,AKIRIN1,35064,-0.1289435771263738
NDUFS7,DAZAP1,24006,0.028703233098807932
NDUFS7,GAMT,18204,-0.231344335829538
NDUFS7,PWWP3A,29234,0.16114756865498167
NDUFV1,GSTP1,22130,-0.23800185734842136
NDUFV1,NUDT8,24459,-0.2586430273171835
NDUFV2,ANKRD12,33795,0.23925685855836185
NDUFV3,WDR4,61,-0.318711118088863
NECAB3,E2F1,11953,-0.17585246236589105
NECTIN2,TOMM40,44394,-0.04511037490893771
NEDD8,TM9SF1,36252,-0.33203975722936807
NEDD8,GMPR2,328,-0.4630268089572598
NEDD8,IPO4,43549,-0.9024326872488792
NEDD8,MDP1,16469,0.23396000322275795
NEDD8,CHMP4A,18709,-0.6210456555504973
NEIL2,FDFT1,25932,0.0875023782374063
NEK1,CLCN3,208,-0.5411963673814162
NEK9,TMED10,49308,-0.16944768628981421
NELFA,C4orf48,1275,-0.29003229218502125
NELFB,TMEM203,49562,-0.32286887660557384
NELFB,TUBB4B,13932,0.25837935765529674
NELFCD,CTSZ,27035,-0.4015325537812678
NELFE,STK19,12012,-0.5907677627537224
NEMF,ARF6,39553,0.14876639017556847
NEPRO,GTPBP8,28952,-0.06617547794189838
NEU1,EHMT2,34818,-0.20645513706451074
NEU1,SNHG32,40811,0.00558688791989139
NEU1,HSPA1A,47362,0.06550200305116656
NEU3,SPCS2,35102,-0.017740037039558152
NEURL4,GPS2,13829,0.0733133990587777
NEUROD2,STARD3,27281,0.19742734640431203
NF2,THOC5,48304,-0.09532334109784654
NF2,NIPSNAP1,22193,-0.13648191744671664
NFATC2IP,SPNS1,23319,-0.054725288044669806
NFE2,CBX5,21118,0.1665940342825529
NFE2,COPZ1,57,0.04511939549818848
NFE2L2,AGPS,180,0.2952442706073015
NFE2L3,CBX3,48378,0.050274540137357916
NFE2L3,HNRNPA2B1,49339,-0.03367453646624361
NFIX,RAD23A,49685,-0.06207187998128422
NFIX,GADD45GIP1,38068,-0.034494393392248315
NFKB2,FBXL15,14725,0.14008157989424744
NFKB2,CUEDC2,38608,0.0919460943212198
NFKBIB,HNRNPL,47353,-0.11126558756334605
NFKBIB,SARS2,31079,-0.67523380980378
NFKBIE,HSP90AB1,28393,-0.1762516193576666
NFKBIE,SLC29A1,46543,0.2643977002656508
NFKBIE,SLC35B2,7898,0.1452906278708297
NFKBIL1,DDX39B,4419,0.024170991207945705
NFS1,ROMO1,148,-0.6942265620999076
NFS1,RBM39,42936,-0.04730186007251111
NFS1,CPNE1,34414,-0.27419374073206954
NFS1,RBM12,34420,-0.15681834274169965
NFX1,CHMP5,26411,-0.15342381403737304
NFX1,BAG1,25708,0.08095281311744924
NFYA,OARD1,25747,-0.29634625027424705
NGRN,CIB1,31528,-0.2560427172737392
NHEJ1,RETREG2,15356,-0.45336925378463433
NHLH1,COPA,23505,0.07239999490391737
NHLH1,NCSTN,23777,-0.354191574059859
NHLRC3,PROSER1,180,-0.5668935172151089
NIF3L1,CLK1,24264,0.24420849823503862
NIF3L1,PPIL3,366,-1.576625671393345
NIFK,TSN,17,0.2843958286191136
NIP7,VPS4A,26697,0.11712328541728009
NIPSNAP1,THOC5,26111,-0.262086447910405
NIPSNAP1,NF2,22193,-0.06622131962875139
NISCH,BAP1,45080,-0.14445529567436136
NIT1,UFC1,34694,-0.1515264372638155
NIT1,PFDN2,12,-0.42255487341555814
NKAPD1,DLAT,49053,-0.10326676620430113
NKAPD1,TIMM8B,12713,0.1912408991939354
NKIRAS2,DNAJC7,9994,-2.654006365004859
NKIRAS2,CNP,44653,0.12034864691829236
NKTR,SS18L2,18631,-0.45260528017513485
NKTR,SEC22C,829,-0.08443708188384909
NKX1-2,OAT,30309,0.13533978038324354
NME1,SPAG9,32023,-0.30732448453831096
NME1,NME2,10064,-0.007958021130660561
NME3,NUBP2,11186,-0.22293432803085056
NME7,BLZF1,8,-3.070950611707138
NMNAT1,LZIC,21,-0.9091728428283351
NMNAT1,CTNNBIP1,33050,0.18171887949910262
NMRAL1,HMOX2,21517,-0.562836385170665
NNT,PAIP1,44826,-0.12717744217296412
NOA1,POLR2B,86,-0.5464737679711589
NOB1,NQO1,28275,-0.11473888038484317
NOC2L,ISG15,40424,-0.43020655006847924
NOC2L,HES4,40111,-0.45093755488292625
NOC4L,DDX51,54,-0.1652095002190334
NOL12,LGALS1,6086,-1.2939279643020116
NOL12,PDXP,22958,-0.17847463406846717
NOL8,IARS,31782,-0.09031583141088903
NOLC1,PPRC1,19176,0.2469365308180464
NOLC1,LDB1,31719,0.24474383250095622
NOP14,MFSD10,28040,0.2500039965213664
NOP16,KIAA1191,22548,-0.3495874304734486
NOP16,HIGD2A,275,-0.8649624168821884
NOP16,CLTB,27578,0.1705219965401584
NOP2,CHD4,46291,0.03331348862731753
NOP53,SELENOW,33027,-0.31547490598353445
NOP56,IDH3B,11759,0.09485429965201995
NOS3,KCNH2,12623,-0.054466162031602545
NOS3,ABCB8,37405,-0.5719157193265044
NOSIP,SCAF1,47561,0.357816068206734
NOTO,PRADC1,30692,0.03248888857364848
NOTUM,PYCR1,20916,0.029391543249371523
NOTUM,SIRT7,42005,-0.08224320386126123
NOTUM,MAFG,35559,0.10049325334784678
NPAS1,TMEM160,29176,-0.003527062767593421
NPAT,ATM,129,-0.4046424353463098
NPB,ARHGDIA,29367,0.11685190728358337
NPB,ANAPC11,10076,-0.0629561333638977
NPB,PYCR1,41667,0.0764284876501994
NPB,ALYREF,8910,-0.06013004266470605
NPB,P4HB,39889,-0.01158075777415708
NPB,PCYT2,10762,0.17326690083911514
NPB,SIRT7,20578,-0.1282360400298975
NPB,MAFG,27024,0.09206837164140978
NPC2,ISCA2,456,-2.2705404927914348
NPLOC4,CCDC137,18233,0.3197753119251758
NPLOC4,HGS,34861,-0.2659310336645885
NPLOC4,OXLD1,18170,0.1620270262811468
NPLOC4,ARL16,35332,0.20042669460164522
NPM3,OGA,35174,-0.15466746390410116
NPRL2,HYAL2,26139,0.3802101778134454
NPRL2,RASSF1,9846,-0.020621224106528037
NPRL2,TUSC2,22575,-0.04984281266929797
NPRL2,CYB561D2,8,-0.9483281897216945
NPRL3,HBQ1,41717,-0.16792758833672805
NPRL3,HBZ,4008,-0.1570972958726839
NPRL3,HBA1,37940,0.07314553442397904
NPW,SLC9A3R2,15430,-0.424959106062124
NPW,NTHL1,37940,-0.6330743552093685
NPW,TSC2,37419,0.4518065936974766
NPW,GFER,26227,0.14078840317921035
NPW,SYNGR3,20289,-1.760661182938306
NPW,ZNF598,105,-0.8418112970774639
NPW,TBL3,37954,0.2148304228597338
NQO1,NOB1,28275,-0.013719138081692187
NQO2,SERPINB6,15612,0.010724800562811198
NR1D1,MED24,39415,-0.0786521934594245
NR1D1,CASC3,39648,-0.2279706705193794
NR1D1,THRA,42340,-0.8151084874587956
NR1D1,MSL1,21007,-0.10571604688908896
NR1H3,MADD,20861,0.17232993662065343
NR1I3,NDUFS2,41172,-0.1703996671613877
NR1I3,FCER1G,23101,-0.20612117842437447
NR2C2AP,RFXANK,11772,-0.5947482654870693
NR2C2AP,BORCS8,11138,-0.02622959476587714
NR2F6,USE1,30616,0.016561561829363077
NR2F6,OCEL1,19755,0.1961646881301617
NR2F6,BABAM1,21390,-0.01469539485604482
NR4A1,ATG101,46414,0.2119617761612703
NRARP,NELFB,47061,0.18192074237859732
NRAS,CSDE1,41929,-0.07103255598221352
NRBP1,PPM1G,18116,-0.061464204264626045
NRGN,ESAM,22384,0.12230863768935195
NRL,PSME1,21116,-0.0550149158227003
NRL,PCK2,20973,-0.09637574677041036
NRL,DCAF11,1016,-0.03649728990509993
NRL,PSME2,32544,-0.19566622930150837
NRM,MDC1,26142,0.3385570675272049
NRM,PPP1R18,3525,-0.06670299013369309
NRM,TUBB,26015,-0.1318331235255139
NRM,DHX16,18361,-0.20176326293152327
NRM,C6orf136,44417,0.25240795929268056
NRROS,PIGX,99,0.367621132474146
NRSN2,TRIB3,16140,0.2897627649763616
NRSN2,SOX12,21143,-0.2528658384228896
NRSN2,ZCCHC3,49125,-0.09126710536987193
NRTN,DUS3L,13828,0.14504555229517985
NSA2,GFM2,173,-0.7139473830293034
NSD2,LETM1,14315,0.2029302418688111
NSL1,TATDN3,29,-1.0892475722152097
NSUN4,LRRC41,37061,-0.18113350775455142
NSUN4,UQCRH,39791,-0.06960791188970247
NSUN6,ARL5B,19,-0.920119608506312
NT5C,JPT1,36475,-0.027793349719890854
NT5C3A,RP9,46764,0.0860895799309141
NT5C3B,JUP,38473,0.12431601903111676
NT5DC2,SMIM4,1143,-0.35957964052247166
NT5M,COPS3,22005,-0.19701306058419538
NTHL1,SLC9A3R2,22510,-0.5881433291959184
NTHL1,TSC2,521,-0.4383425302916975
NTHL1,ZNF598,38045,0.03515594627950432
NTHL1,NPW,37940,-0.25228479769465256
NTRK1,HDGF,48711,0.12962528497249579
NUBP2,HAGH,44255,0.09281212008109734
NUBP2,NME3,11186,0.1702435323388382
NUBPL,DTD2,32443,0.12640206438722165
NUCB1,PPP1R15A,27838,0.1509810730396442
NUCKS1,RAB29,25219,0.02789106062529353
NUDCD1,ENY2,938,-2.109664984653358
NUDCD2,MAT2B,42705,-0.7984739829170648
NUDCD2,HMMR,201,-2.9273398681522074
NUDCD2,CCNG1,22835,-1.180996114185568
NUDT1,MAD1L1,8960,-0.2583733290267713
NUDT1,MRM2,26,-0.12555937129512962
NUDT15,SUCLA2,454,-0.22157140698142375
NUDT19,ANKRD27,15189,0.010526648923697781
NUDT21,OGFOD1,691,-1.3217546129667075
NUDT22,DNAJC4,4217,0.01675700611705084
NUDT22,TRPT1,882,-0.6451015985586298
NUDT22,STIP1,40669,0.0016198589519734207
NUDT22,PPP1R14B,21015,-0.016005142793864304
NUDT22,VEGFB,8465,-0.06355902156068506
NUDT5,CDC123,245,-3.169951546694618
NUDT8,GSTP1,46589,-0.17395166581090332
NUDT8,NDUFV1,24459,0.10527351034898715
NUDT9,HSD17B11,31350,-0.0667449841983788
NUFIP1,GPALPP1,36,-1.8810048877482775
NUMA1,ANAPC15,32995,-0.5882428942053578
NUMA1,LAMTOR1,22700,-0.13835263664715589
NUP155,WDR70,8057,0.07324200299149111
NUP205,CNOT4,47555,-0.06580675600884824
NUP37,PARPBP,136,-2.569373946196578
NUP43,PCMT1,1089,-0.08272578277009818
NUP43,LATS1,32025,-0.265040699861463
NUP62,ATF5,6016,-2.204316295269654
NUP85,SUMO2,22491,0.007029913705146433
NUP85,JPT1,37201,-0.542154401746959
NUP88,DHX33,48867,-0.29164634218705465
NUP88,C1QBP,28666,-0.3067032148128638
NUP88,RPAIN,1098,-0.9075592031138786
NUP93,MT1X,48037,-0.10674067167527039
NUP98,RHOG,43554,0.05287254750881502
NUTF2,EDC4,28680,0.06152068310954126
NUTF2,CENPT,3442,-0.11219652920545556
NUTF2,THAP11,2049,0.20843570096631794
NVL,CNIH4,26523,0.39102750746698806
NXF1,WDR74,35926,0.18352198515116927
NXF1,POLR2G,44849,0.024474851518799884
NXF1,SLC3A2,49668,-0.02235731110668318
NXF1,TMEM223,14280,0.04133277927814071
NXF1,TMEM179B,18927,0.012284992609226969
OAZ1,PLEKHJ1,31805,-0.13730744465166883
OAZ1,SF3A2,32696,-0.058779176416599764
OBSL1,CHPF,28258,-0.14929091144145304
OCEL1,USE1,10861,-0.4024739505619934
OCEL1,BABAM1,41145,-0.11226246946410369
OCEL1,NR2F6,19755,0.15552868300254408
OCIAD1,FRYL,24817,-0.2385382240697007
ODF2,CERCAM,43606,-0.23147357703499324
ODR4,TPR,292,-0.4971165317330227
OFD1,RAB9A,45550,-0.08050883742045274
OGA,NPM3,35174,0.08477144235299654
OGDH,DDX56,31108,-0.37825028006022476
OGDH,TMED4,24187,-1.3957103185660005
OGFOD1,NUDT21,691,-1.3538731432805036
OGFOD2,ARL6IP4,5465,-0.1672268119423347
OGFOD3,NARF,39543,-0.006758011617093324
OGFOD3,CYBC1,32192,0.056252778945612224
OGFR,MRGBP,7726,-0.03759381310595454
OGG1,TADA3,43073,0.05486324736464698
OGG1,ARPC4,42546,-0.08834696020047454
OIP5,NUSAP1,11886,-2.040395048345844
OLFML3,HIPK1,49700,-0.008563986130655349
OPLAH,EXOSC4,14469,-0.121055318639933
OPLAH,CYC1,30948,0.026982246830125255
OPLAH,SHARPIN,44033,-0.05998549591237726
OPLAH,MAF1,39021,0.027901043255138407
OPLAH,GPAA1,18246,-0.15303603444649214
OPN3,CHML,36977,-2.7807822808753366
OR51B5,HBG2,47,0.22586089801001266
ORAI1,KDM2B,44223,0.15551520110191192
ORC1,PRPF38A,432,-0.30791740252491206
ORC3,RARS2,39,-1.2168624700729138
ORC4,MBD5,773,-3.1410986337617426
ORC6,VPS35,217,-0.7189395324261924
ORMDL1,PMS1,333,-1.4270105198202028
ORMDL2,SARNP,122,-1.1183816140796141
ORMDL3,PSMD3,1386,-0.07638289941972921
OSBPL2,MTG2,48917,-0.05336548524218044
OSGEP,APEX1,564,-2.191609044319783
OSGEP,PIP4P1,6528,-0.12813380993187057
OSGEP,PNP,6903,-0.567402969372825
OTP,WDR41,18102,0.2246942518246866
OTUB1,NAA40,47184,-0.0025809319624562612
OTUB1,COX8A,11274,-0.11664816760908003
OTUD5,PIM2,38844,0.03750824735263111
OVOL3,TBCB,3173,-0.10343587160873433
OVOL3,POLR2I,4097,-0.2296463159607923
OVOL3,CAPNS1,28837,0.08331688238889516
OXCT1,C5orf51,33598,-0.07972129359437949
OXLD1,NPLOC4,18170,-0.2832782145911747
OXLD1,CCDC137,63,-1.8883362364109069
OXLD1,HGS,16691,-0.18471239960784555
OXLD1,ARL16,17162,-0.15003539412433933
OXNAD1,DPH3,162,-0.45790963863938794
OXSM,NGLY1,7122,-0.1961523729010234
OXSR1,ACAA1,27442,0.062246128947859476
P2RX1,ATP2A3,47919,-0.3831189562442114
P2RX5,EMC6,27604,-0.07029539170454849
P4HB,ARHGDIA,10522,-0.046805621887358206
P4HB,ANAPC11,29813,0.04800866569476742
P4HB,ALYREF,30979,0.04747831519150694
P4HB,MCRIP1,27554,0.3110291748865665
PA2G4,ESYT1,13901,-0.09055662703291105
PA2G4,MYL6B,47617,0.1093292315312862
PAAF1,COA4,283,-1.4909802102443581
PABPC1L,YWHAB,24323,0.027867094851348688
PACC1,NENF,17930,0.08851511379266642
PACS1,SF3B2,19288,0.010224407038453506
PACSIN3,ARFGAP2,10013,0.04125227975113819
PAF1,MED29,149,0.12019443295239875
PAF1,GMFG,48782,-0.14536408655419025
PAF1,SAMD4B,48750,0.19132363399273894
PAF1,SUPT5H,45002,0.4777205377679874
PAFAH1B2,SIK3,45815,0.06163793888594712
PAGE2B,ALAS2,2863,0.18343636995796395
PAGR1,KIF22,25949,-0.179112295072565
PAGR1,MAZ,10449,-0.050762574676779006
PAICS,PPAT,980,-0.262901447805873
PAICS,SRP72,32533,0.07555075741135937
PAIP1,NNT,44826,0.12486087968595469
PAIP2,SIL1,48030,0.08119002506589904
PAK1IP1,TMEM14C,28282,0.042044358031591414
PALB2,NDUFAB1,45014,-0.031221838776319958
PALB2,DCTN5,38,-1.0872191539416798
PALB2,PLK1,36314,-0.06769842004050425
PALM,RNF126,45570,-0.1455827312697633
PALM,PRSS57,13408,-0.6551273141139123
PALM3,IL27RA,30505,0.02680271475525125
PALM3,SAMD1,28887,-0.14105414986021936
PAN2,CS,33658,0.05049868249560237
PAN2,CNPY2,17690,-0.21410416373962343
PANK2,MAVS,46083,0.2684445269276773
PAQR4,PKMYT1,11571,-0.03397968867543323
PARN,BFAR,85,-0.5557831142324828
PARP2,CCNB1IP1,10224,-0.07338934058831809
PARP6,PKM,41180,-0.3459297559871059
PARPBP,NUP37,136,-2.4117456136185367
PARS2,TTC4,48731,-0.25401062074952524
PARVB,SAMM50,43812,-0.13425189441015
PASK,PPP1R7,1303,0.053484211057003656
PASK,MTERF4,48520,-0.3538633612132062
PATL1,STX3,44294,-0.01384199406166336
PAX4,ARF5,29783,-0.014279389507709534
PAX4,SND1,33981,0.070873401449013
PAXX,FBXW5,42278,0.029951624946514543
PBRM1,GLT8D1,20389,-0.1166135001131716
PBRM1,SPCS1,18976,-0.06752017746345314
PBRM1,GNL3,4823,-0.5443143800590698
PBX2,RNF5,11887,-0.736992189529128
PBX2,AGPAT1,12166,-0.52091980799727
PBX2,GPSM3,5245,-3.484751442530726
PBX2,PPT2,43698,0.3666690943653075
PBX3,MAPKAP1,39417,-0.05127600617823485
PBX4,ATP13A1,44954,-0.2519760117689299
PBXIP1,FLAD1,26860,-0.03669378145382406
PBXIP1,PMVK,19443,0.3168401224179223
PBXIP1,CKS1B,18190,0.09837814365699601
PCBP2,TARBP2,49021,0.17813681644180013
PCBP4,RRP9,32684,-0.14821847206093666
PCBP4,ABHD14B,8779,0.01830615010341257
PCBP4,ACY1,8417,0.008318528395470245
PCBP4,ABHD14A,3204,-0.14302058953216712
PCED1A,PTPRA,29564,-0.8481016250235105
PCGF1,MOGS,42946,0.1332280131611515
PCGF1,AUP1,21605,-0.1863375156658887
PCGF1,HTRA2,20913,-0.32943659556951843
PCGF2,MLLT6,47311,0.11102144320999185
PCGF2,PSMB3,171,-0.12146370247912683
PCGF2,CISD3,22404,0.3646502222840089
PCGF3,ATP5ME,31348,-0.11959962764087166
PCGF6,PDCD11,45452,-0.2221386213520855
PCGF6,ATP5MD,45342,0.0076310272896311475
PCID2,CUL4A,1265,-0.07671951458653962
PCIF1,CTSA,44529,-0.02297731765108034
PCK2,PSME1,42089,-0.1572970511680171
PCK2,DCAF11,19957,-0.30655688317332425
PCMT1,NUP43,1089,-0.16354547498514888
PCMT1,LATS1,30936,-0.275451615183783
PCNA,TMEM230,14178,0.14679412739576048
PCNT,MCM3AP,37465,-0.06656461479769621
PCNT,C21orf58,388,-4.048475216162029
PCNX3,RELA,47396,-0.23535801964089148
PCNX3,MAP3K11,360,-0.690644317382811
PCNX3,EHBP1L1,39799,-0.36977251112042403
PCNX3,ZNRD2,45283,-0.3801567991883818
PCSK7,RNF214,474,-0.2441554661209994
PCYOX1,FAM136A,44700,-0.0020080253099222845
PCYOX1,TIA1,8625,-0.03409508331293086
PCYOX1,SNRPG,36380,0.07400614592064322
PCYT2,ARHGDIA,40129,-0.08027490839604678
PCYT2,ANAPC11,20838,-0.06000384573639269
PCYT2,PYCR1,30905,-0.018005198213165638
PCYT2,ALYREF,19672,-0.019479852020041984
PCYT2,SIRT7,9816,-0.00846845197266926
PCYT2,MAFG,16262,0.18048099217867242
PDCD11,PCGF6,45452,0.40569684340740003
PDCD11,ATP5MD,110,-0.5624552300208735
PDCD2,PSMB1,31365,0.08673838640900826
PDCD2L,GPI,44906,-0.11407674872642447
PDCD2L,UBA2,23966,-0.06435267263652024
PDE12,ARF4,41971,0.21469393443552343
PDE3B,PSMA1,28,-0.02225402377686823
PDE4A,CDC37,3451,0.06940856292600131
PDE6D,COPS7B,4612,-0.3336584825183554
PDF,NIP7,7383,-0.06508522760295393
PDF,VPS4A,19314,-0.0959214686447682
PDHX,APIP,691,-0.7016867458019513
PDIA3,SERF2,30723,-0.029784930489837
PDLIM2,SORBS3,33072,-0.2069338007641935
PDLIM2,CCAR2,26571,-0.12150264589708817
PDLIM7,DBN1,23263,-0.03999482152494843
PDLIM7,DDX41,19315,-0.11398894577251867
PDP2,NAE1,5333,0.03926001653272976
PDPK1,AMDHD2,17629,-0.279941768730038
PDPK1,ATP6V0C,24256,-0.00020015442712646635
PDS5B,N4BP2L2,47159,-0.0068252914384229705
PDXP,LGALS1,16872,0.287921769258818
PDXP,NOL12,22958,0.14741988288262203
PDZD11,KIF4A,575,-1.8896147917877646
PEAK1,HMG20A,471,-0.9913993258237329
PECR,XRCC5,24509,-0.017620165147145383
PER3,VAMP3,12919,-0.40568423585459723
PET100,STXBP2,7061,-0.7051047650477715
PEX10,RER1,23127,0.030826121593963703
PEX11B,POLR3GL,38279,0.1374790772672546
PEX11B,RBM8A,9320,-0.013128526064888561
PEX11B,LIX1L,39308,-0.02955000862898477
PEX14,DFFA,294,-0.19996031114998938
PEX14,CENPS,41898,-0.4785408663421607
PEX19,DCAF8,22960,0.033197171933878666
PEX6,RRP36,42339,-0.13266855091768665
PEX6,KLHDC3,34854,-0.12181978694328406
PEX6,MEA1,37619,-0.06574415014355726
PFAS,AURKB,36980,0.33756344286951345
PFDN2,UFC1,34706,-0.44883076681153194
PFDN5,AAAS,29573,-0.16902632296919864
PFDN6,DAXX,34579,-0.1577657926247329
PFDN6,WDR46,843,-0.31239977756682774
PFDN6,TAPBP,25604,0.3478010128790596
PFKFB2,YOD1,18614,-1.3574325677771246
PFKFB4,UQCRC1,48961,-0.1489346453351449
PFKM,SENP1,1177,-0.06948436398483557
PFN1,SPAG7,17318,-0.45958824839354456
PFN1,RNF167,10520,0.3031531106738791
PFN1,SLC25A11,10361,-0.11154436958083185
PFN1,KIF1C,47112,-0.20121737248283958
PGAM1,RRP12,29,-0.32659533631320936
PGAM1,EXOSC1,19980,-0.2923795638742132
PGAM5,PXMP2,23211,0.00799066281501629
PGAM5,POLE,23406,-0.19433660611226622
PGAP2,NUP98,68,-0.18108935842575047
PGAP2,RHOG,43622,0.01747915373176502
PGD,CENPS,31798,-0.16333037538489925
PGK1,MAGT1,11468,0.23891259747991458
PGK1,COX7B,15012,0.016393017300313353
PGLS,COLGALT1,43983,-0.27345487408298425
PGP,MLST8,10598,-0.2114717865662919
PGP,E4F1,8594,-0.4368142244228104
PGP,ECI1,37454,-0.0487748658843026
PGPEP1,GDF15,34169,0.4461856931228128
PGPEP1,LSM4,17450,-0.06817032108317175
PHACTR2,FUCA2,24740,-0.20949267190775017
PHB2,ATN1,46387,0.07428134802056159
PHB2,C12orf57,27922,0.2409455313577767
PHB2,EMG1,76,-0.11815997308701047
PHC3,PRKCI,40356,-0.09890439639937358
PHF1,CUTA,8021,-0.7716671242686195
PHF1,KIFC1,18931,-0.02331219149123611
PHF10,C6orf120,23440,-0.07261895411292892
PHF14,NDUFA4,32796,-0.25780241644102336
PHF20,RBM39,29635,-0.003436010120261392
PHF23,ACADVL,22597,-0.2540469239628772
PHF23,ELP5,11096,-0.0831367560937812
PHF23,GABARAP,2764,-1.6886373314108294
PHF23,CTDNEP1,13119,-0.11994730711026803
PHF5A,ACO2,20883,0.0023589307252202267
PHKB,ITFG1,3026,-1.7512360796475357
PHKG1,CHCHD2,13519,0.017763605939974374
PHKG1,SUMF2,29010,-0.013730895781941102
PHKG1,CCT6A,41327,-0.024899028180207613
PHKG1,PSPH,41403,-0.474352314801808
PHKG2,RNF40,13316,-0.12302210764858622
PHLDA2,CDKN1C,43818,-0.394241559939263
PHLDB1,ARCN1,34012,0.07072156646938754
PHLDB3,ETHE1,21958,-0.019462415579027895
PHOSPHO2,KLHL23,0,-0.06330519041495318
PHOX2A,INPPL1,22140,0.14759061616804553
PHPT1,EDF1,18349,-0.119582291470614
PHPT1,RABL6,40146,-0.013293285142875174
PHRF1,HRAS,38827,-0.12617523993477742
PHTF2,TMEM60,1071,-1.651688476099495
PHYH,SEPHS1,46184,-0.2952200854491082
PHYHD1,NUP188,26715,0.18272478647111
PHYKPL,HNRNPAB,28729,0.016741145520420164
PI4KA,SNAP29,880,-0.37537140483347436
PIAS3,POLR3C,36060,-0.37397816291173536
PIAS3,RNF115,35702,-0.21836810846685867
PIAS4,EEF2,22211,0.05575501499486218
PIBF1,DIS3,471,-3.95906421539442
PIEZO1,CDT1,18526,-0.02636269826334663
PIEZO1,APRT,26719,0.02048343572652765
PIGB,RAB27A,230,-0.09577697989790764
PIGB,PIGBOS1,475,-2.3275602438317144
PIGF,CRIPT,651,-1.8925638300391072
PIGG,ZNF721,36,-0.31692018354852686
PIGL,NCOR1,1004,-0.19629919904852136
PIGO,VCP,23907,-0.3448337601977542
PIGO,STOML2,6563,-0.6785727466446329
PIGP,TTC3,614,-1.281851376899419
PIGS,SPAG5,27258,-0.11824492850474208
PIGT,DBNDD2,10468,-1.2296692733490748
PIGW,MYO19,10908,-2.5210078300840566
PIGW,GGNBP2,9907,-0.20393415945224685
PIH1D1,ALDH16A1,391,-1.9022422555649008
PIK3C2A,NUCB2,86,0.3875823017918368
PIK3R2,MPV17L2,40042,-0.31965518035696094
PIKFYVE,IDH1,134,-0.22351075338206686
PIM2,OTUD5,38844,0.3157609742959638
PIM2,PQBP1,29349,0.1526036475353788
PIM2,TIMM17B,21403,0.23269528883295562
PIM3,CRELD2,38502,-0.4064194790408062
PIN1,UBL5,7370,-0.6186637065853969
