target,gene,dist,log2fc
C12orf57,EMG1,27846,-0.08011573466368782
C12orf57,PHB2,27922,0.05622779890189195
C12orf60,WBP11,646,-0.9218937915456344
C12orf65,MPHOSPH9,11872,-1.4512456891356236
C12orf65,CDK2AP1,40192,0.012456500703141495
C12orf73,TDG,320,-1.7018939381062304
C12orf73,HSP90B1,36012,-0.24899138696929946
C14orf119,ACIN1,922,-0.6188304283893382
C14orf178,SNW1,373,-0.6086993368141397
C14orf93,PSMB5,24710,-0.17159222383683814
C17orf49,RNASEK,2068,-2.4024269370261693
C17orf58,KPNA2,39044,-0.26989946266646364
C17orf75,ZNF207,99,0.03094915938732499
C17orf80,FAM104A,4520,-0.6214800851688539
C17orf99,SYNGR2,22189,-0.16316128439014943
C17orf99,TMC6,13777,-0.1553892875548566
C17orf99,TK1,40877,0.09989591994347338
C19orf25,REEP6,11451,-0.8838215409020198
C19orf47,PLD3,94,-0.1766144755422074
C19orf54,SNRPA,1228,-0.17537826703972242
C19orf54,EGLN2,47183,-0.11868203241097379
C19orf73,SNRNP70,33979,-0.012149983341165826
C1D,PNO1,46880,-0.13142464121856665
C1GALT1C1,CUL4B,26041,0.18570431300358076
C1GALT1C1,MCTS1,36105,-0.190753344274478
C1QBP,DHX33,20201,-0.13777536076016356
C1QBP,DERL2,37987,-0.11762156649351649
C1QBP,NUP88,28666,-0.06782782610599476
C1QBP,RPAIN,29764,0.12882641931259822
C1QTNF4,MTCH2,47056,-0.045248030608549004
C1QTNF4,PTPMT1,30212,-0.0864778085333927
C1QTNF4,CELF1,30073,-0.04027243864619334
C1QTNF4,NDUFS3,30306,-0.045056194589669495
C1orf109,CDCA8,177,-0.37161410190577027
C1orf122,YRDC,1237,-0.1944821442070339
C1orf131,GNPAT,3,0.5313170776650404
C1orf174,CEP104,42574,-0.30758032900119175
C1orf35,ARF1,23570,0.09857668214024888
C1orf35,GUK1,34551,-0.058669930331377206
C1orf43,UBAP2L,514,-0.7287626670217983
C1orf56,CDC42SE1,22579,-0.11754042011170417
C20orf27,CENPB,18002,-0.27050270548073796
C20orf96,SOX12,34774,-0.2929922031557512
C20orf96,ZCCHC3,6792,-0.46440965788688315
C21orf58,MCM3AP,37853,-0.29787960955622217
C21orf58,PCNT,388,-0.5283714536915658
C22orf39,UFD1,31981,-0.02889423501766487
C22orf39,CDC45,31743,-0.14501340652507788
C22orf39,HIRA,264,0.03940137812018689
C2CD2L,HYOU1,44946,0.06674993653263592
C2CD2L,VPS11,34409,0.11142427188710818
C2CD2L,DPAGT1,6133,-0.9022686237451925
C2CD2L,H2AFX,6733,-0.20136694585203585
C2CD2L,HMBS,17337,0.17621321665192213
C2CD3,PPME1,127,-2.479806395203867
C2orf42,TIA1,146,0.10626844802242806
C2orf42,PCYOX1,8771,0.023312301997371533
C2orf42,SNRPG,45151,-0.032578732375069
C2orf49,TGFBRAP1,7467,-0.11731915308864914
C2orf68,USP39,9210,-0.0001500955094109455
C2orf68,RNF181,16446,-0.0057914247240825265
C2orf69,MAIP1,44068,-0.39186244063180165
C2orf76,DBI,316,-1.7332168974614366
C3orf38,CGGBP1,238,-0.1570628601366548
C4orf33,SCLT1,305,-0.5804877740072082
C4orf36,AFF1,1975,-0.027036508996658083
C4orf48,NELFA,1275,0.12249459401305517
C5orf15,VDAC1,36686,-0.06972102427267542
C5orf22,DROSHA,908,-2.2837426139202313
C5orf34,PAIP1,42610,-0.10400932472207128
C5orf51,OXCT1,33598,-0.4280912510229504
C6orf120,PHF10,23440,0.22501296499253637
C6orf136,PPP1R18,40892,-0.1907337394282134
C6orf136,DHX16,26056,0.09757455114665729
C6orf136,PPP1R10,28391,-0.06704903261679743
C6orf15,CCHCR1,45656,-0.2278895883556278
C6orf47,ABHD16A,42613,0.06031331151924078
C6orf47,CSNK2B,4449,-0.09097649297874534
C6orf47,GPANK1,5505,-0.39051799097497225
C6orf47,BAG6,8031,-0.1747926357632234
C6orf47,PRRC2A,40103,-0.023421336789497923
C6orf47,AIF1,45564,0.07093285629471208
C6orf52,TMEM14C,28118,-0.06460319099833461
C6orf52,PAK1IP1,164,-0.05694196629074605
C7orf26,ZDHHC4,12159,-0.4938809507548413
C8orf76,ZHX1,34129,-0.3134400974786531
C8orf82,RECQL4,11242,-0.1407688228492916
C8orf82,LRRC14,11175,0.34042767507767213
C9orf16,DNM1,31436,-0.019243998368097263
C9orf16,PTGES2,31757,0.07283270978566601
C9orf16,CIZ1,44263,-0.12894347845982077
C9orf64,HNRNPK,24600,0.0022043424442757106
C9orf64,RMI1,23369,0.13078947878944402
C9orf78,TOR1A,11616,0.050180088165298745
C9orf78,USP20,1165,0.17715180984065712
CABIN1,DDT,30648,-0.03833929004589277
CACNB3,DDX23,39048,-0.01759493269242438
CAD,SLC5A6,4387,-0.9730574350643537
CAD,ATRAID,5333,-0.375485681970284
CADM4,ZNF576,46053,0.02608746025967798
CADM4,ZNF428,19944,-0.08421550516375494
CALCOCO1,ATP5MC2,49087,-0.024629608413565998
CALR,GCDH,47450,-0.07324767549372284
CALR,FARSA,4541,-0.09905821048516272
CALR,RAD23A,7138,0.16207949059167204
CALR,GADD45GIP1,18755,-0.09953499268845635
CAMK1,TADA3,22405,0.0035833047805467508
CAMK1,TTLL3,37480,0.2525546065857705
CAMK1,ARPC4,21878,-0.22926233793283413
CAMKMT,PREPL,12,-1.011897166272922
CAMLG,DDX46,21163,-0.26711806640130603
CAMTA2,SPAG7,19849,0.2799120030185003
CAMTA2,PFN1,37167,-0.11743902195062031
CAMTA2,RNF167,47687,0.1644716333932832
CAMTA2,SLC25A11,47528,0.009195569755937008
CAMTA2,KIF1C,9945,0.2918269136651512
CAPNS1,TBCB,25664,-0.07650665948454634
CAPNS1,POLR2I,24740,-0.1688460051935321
CAPZB,MICOS10,1247,0.07742230505520031
CARD9,PMPCA,36947,-0.04057763918571103
CARD9,ENTR1,36938,-0.15022575513283254
CARM1,TMED1,35117,0.44065497317502544
CARS2,ING1,867,0.19064589769344747
CASC3,MSL1,18641,-0.07055115540204543
CASP2,GSTK1,44122,-0.2719426679301863
CASP6,PLA2G12A,26487,-0.12933722132994208
CASP8AP2,MDN1,10085,-0.36319637985340875
CASS4,AURKA,19463,-0.2596141753370979
CASS4,CSTF1,19661,-0.22657343322252285
CAVIN1,ATP6V0A1,35501,0.2443239925344603
CAVIN1,STAT3,34748,0.27492972557581813
CBR1,SETD4,9542,0.05226561048816101
CBWD1,DOCK8,35529,-0.13715000435343286
CBX3,HNRNPA2B1,961,0.012975727324401125
CBX5,COPZ1,21061,0.19904871096648183
CBX5,NFE2,21118,0.0671006287494631
CBY1,TOMM22,25549,0.008736821978079694
CC2D1A,DCAF15,46299,0.00783482910526025
CC2D1B,ORC1,38174,0.12449939736238638
CC2D1B,PRPF38A,37742,-0.07812154992163274
CCAR2,PDLIM2,26571,-0.8148061655078337
CCDC106,U2AF2,13148,0.09942719893540765
CCDC106,EPN1,34142,-0.052626151020655536
CCDC106,ZNF581,16303,-0.8081123143201925
CCDC106,ZNF580,5964,-0.5568622748243781
CCDC112,PGGT1B,33874,-0.9491810158764807
CCDC115,IMP4,296,-0.792363030137691
CCDC116,PPIL2,33284,-0.11047802304902923
CCDC116,SDF2L1,9545,-0.09096811945718927
CCDC116,YDJC,2646,-0.2816760640967629
CCDC117,XBP1,27923,0.07742913612477509
CCDC125,AK6,37198,0.08774075994224068
CCDC125,RAD17,36465,-0.011381794569807169
CCDC125,TAF9,37198,-0.1697475423796637
CCDC127,SDHA,44,-0.7952311109668879
CCDC130,C19orf53,42693,0.03569096045959829
CCDC136,FLNC,39542,0.08477873829376428
CCDC137,NPLOC4,18233,0.144807437795038
CCDC137,HGS,16628,0.07291850088770857
CCDC137,OXLD1,63,-0.9542409445235512
CCDC137,ARL16,17099,-0.039789919254883656
CCDC142,MOGS,17993,0.10550520474894222
CCDC142,AUP1,46558,-0.07407807882206174
CCDC142,HTRA2,45866,-0.04491271514444507
CCDC17,NASP,40486,-0.267882574832183
CCDC18,TMED5,1373,-3.968934929547767
CCDC25,ESCO2,706,-1.2825484546907642
CCDC28B,EIF3I,20694,0.025273659939041328
CCDC28B,TXLNA,22286,0.19235177947220375
CCDC32,KNL1,28948,-0.00511060757239273
CCDC43,DBF4B,18764,0.2959173014365738
CCDC47,DDX42,2748,-0.08243366283929773
CCDC51,TMA7,243,-1.8733368487830242
CCDC58,FAM162A,885,-1.0651383446492155
CCDC74A,MZT2A,34633,-0.06770083503968086
CCDC77,KDM5A,316,-0.626402610243645
CCDC78,HAGHL,460,-1.1610974495659978
CCDC78,ANTKMT,6373,-0.2365304933767172
CCDC78,METRN,11861,-0.12731583670937008
CCDC78,STUB1,46974,0.003916267745326525
CCDC78,JMJD8,42426,-0.050328656352325765
CCDC84,SLC37A4,32855,-0.15932027529445755
CCDC84,TRAPPC4,20682,-0.02253265456855674
CCDC85B,FIBP,2141,-0.2949978255929687
CCDC85B,MUS81,33547,-0.4685493910055272
CCDC85B,CFL1,28647,-0.05081048712123588
CCDC85B,DRAP1,28585,-0.029935491188965775
CCDC88B,BAD,48251,-0.106258366578444
CCDC88B,PRDX5,22220,0.03407829273363563
CCDC88B,TRMT112,22111,-0.040418976330211985
CCDC88B,ESRRA,35117,0.042497926206006245
CCDC9,BBC3,22961,0.24258352105502562
CCDC92,ZNF664,2508,-0.34194843666472435
CCDC97,HNRNPUL1,47653,-0.2053224404516028
CCDC97,TGFB1,43812,-0.05650400032823041
CCNA2,EXOSC9,22618,-0.11951265487935978
CCNA2,BBS7,46566,-0.411420569160947
CCNB1,CENPH,22533,-0.10633728374389832
CCNB1IP1,PARP2,10224,0.12740247821565429
CCND3,TAF8,156,0.11037835926681085
CCNE2,NDUFAF6,1147,-0.32071043019102263
CCNG1,HMMR,22634,0.16078198862996745
CCNG1,NUDCD2,22835,-0.0035551696210100597
CCNL2,AURKAIP1,25388,-0.09652726255189491
CCNT1,KANSL2,34733,-0.1068156929617901
CCP110,GDE1,1676,-1.181097681073669
CCS,RBM4,44928,0.1229154864573401
CCS,ZDHHC24,46599,-0.0786981671562389
CCS,RBM14,23751,-0.2078161711924917
CCT6A,SUMF2,12317,0.14854350602864874
CCT6A,PSPH,76,0.19545453224501386
CCT8,USP16,49168,0.06058915493646065
CD151,POLR2L,10025,0.22485458079996176
CD2BP2,TBC1D10B,14678,-0.07721349334583098
CD320,NDUFA7,13021,0.006807514728939924
CD3D,UBE4A,16865,-0.1912613510597953
CD3EAP,ERCC2,35726,-0.6807653616718258
CD52,SH3BGRL3,38779,-0.3032995777086612
CD63,GDF11,5755,0.05179986709671798
CD63,BLOC1S1,21456,-0.043869912314448485
CD68,MPDU1,3834,-0.1562063970640358
CD68,EIF4A1,6662,-0.018143955581365626
CD7,CSNK1D,43895,0.14902068990513315
CD81,TSSC4,24322,-0.17933892894904743
CDC123,NUDT5,245,-1.5246225301396672
CDC14B,PRXL2C,35468,-0.08683829704324306
CDC16,UPF3A,46586,0.11215041319893633
CDC20,ELOVL1,9168,0.10071952738156371
CDC20,MED8,30916,-0.08565566799706334
CDC23,BRD8,34358,0.3995585052341612
CDC25B,C20orf27,18034,-0.3083095585545252
CDC25B,CENPB,32,-0.47558571056600135
CDC25C,FAM53C,6420,-0.28812950521004105
CDC25C,KDM3B,14321,-0.3308545893264736
CDC26,PRPF4,35,-0.742277700611735
CDC27,MYL4,519,0.19788568091100486
CDC34,TPGS1,23947,-0.454357662058753
CDC34,BSG,39842,0.0032496483698071315
CDC37,PDE4A,3451,0.14923077328643017
CDC42SE2,HINT1,21025,0.039874028394144896
CDC45,UFD1,238,-0.20977813651494367
CDC45,HIRA,32007,0.014369237413890843
CDC45,C22orf39,31743,-0.07727390755078223
CDC73,GLRX2,9618,-0.4732939213988329
CDCA3,USP5,255,-0.10791487893776788
CDCA5,TM7SF2,27681,-0.09861628048618366
CDCA5,VPS51,5160,0.021285752998796696
CDCA5,ZFPL1,46,-0.04212822257392799
CDCA5,SAC3D1,43267,-0.05275697054052465
CDCA8,C1orf109,177,-0.009491716854282366
CDIPT,PAGR1,47328,-0.16916312519223128
CDK12,MED1,10131,0.3809713894218552
CDK16,UBA1,27147,-0.31454196767689424
CDK2,PYM1,34163,0.017961440377278426
CDK2AP1,MPHOSPH9,28320,0.09504027042364253
CDK2AP1,C12orf65,40192,-0.05642543958205224
CDK2AP2,AIP,40527,0.10129559835448221
CDK2AP2,TMEM134,39410,-0.25884429809245835
CDK4,TSFM,26718,0.17794753233439425
CDK5,AGAP3,27879,-0.020305041124655903
CDK5,SLC4A2,742,-0.08029166255763336
CDK5,FASTK,22929,0.12746708137936852
CDK5,TMUB1,25581,-0.012367290268491498
CDK5,ABCB8,29530,-0.018625343960560422
CDK5RAP3,PNPO,26304,-0.40399589132717767
CDK7,CENPH,45013,0.05645543546936098
CDK9,FPGS,9345,-0.026183937171550792
CDK9,TOR2A,49897,-0.20708285003535268
CDKN1C,PHLDA2,43818,-1.5677795606335128
CDKN2AIPNL,UBE2B,40728,-0.038073958353361796
CDKN2C,FAF1,457,0.052363219132053815
CDKN2D,KRI1,3028,-0.42962572710517277
CDKN2D,ATG4D,25526,-0.24100710649881754
CDKN3,CNIH1,44618,-0.13402645882332664
CDPF1,GTSE1,45973,-0.09440389794865739
CDS2,TMEM230,13427,-0.40239270342442934
CDS2,PCNA,751,-0.5378287021724515
CDT1,PIEZO1,18526,-0.04410584217482101
CDT1,APRT,8193,0.22037135899867435
CEBPB,TMEM189,36980,0.26715532687425003
CEBPE,ACIN1,24642,0.017425578243347863
CEBPE,C14orf119,25564,-0.0011768143934941645
CEBPZ,NDUFAF7,16,-0.42847876920020783
CEBPZ,CEBPZOS,40139,0.045890864433599333
CELF1,PTPMT1,139,0.2033875406903494
CELF1,NDUFS3,233,-0.006323484770595011
CENPA,SLC35F6,49,0.2288688963880678
CENPB,C20orf27,18002,-0.13028362416303216
CENPBD1,DEF8,24520,-0.016304640076267765
CENPH,CCNB1,22533,-0.16956006604704865
CENPH,CDK7,45013,0.23763046222270315
CENPK,PPWD1,316,-1.2338011067212744
CENPL,DARS2,385,-3.4450114749203586
CENPL,ZBTB37,43157,-0.14076684719820431
CENPN,CMC2,13764,-0.7573583398544539
CENPO,PTRHD1,295,-1.214664605078844
CENPP,IARS,31771,-0.06543596396292323
CENPP,NOL8,11,-1.4045456440960382
CENPS,PGD,31798,-0.19604201732923068
CENPS,DFFA,42192,-0.26297771432303435
CENPT,EDC4,25238,-0.3905941948171763
CENPT,NUTF2,3442,-0.16827096251985912
CENPT,THAP11,5491,-0.1990861000134626
CENPV,UBB,25237,-0.007466576386191538
CEP104,C1orf174,42574,0.10178264714542376
CEP170,SDCCAG8,444,-0.39012612678931463
CEP19,PAK2,27140,0.10110871815728999
CEP192,SEH1L,44150,-0.0701181693075429
CEP250,UQCC1,43061,-0.1666228248300696
CEP57,FAM76B,444,-0.05742752971164259
CEP63,ANAPC13,1017,-4.277130581176879
CEP70,FAIM,14012,-0.01759891478645588
CEP76,PSMG2,44734,-2.126499494473518
CEP85,SH3BGRL3,45459,1.4057097941668049
CEP95,DDX5,1446,0.0627668678715497
CEP95,POLG2,9682,-0.2795739632691752
CEP97,ZBTB11,47399,0.11391318794909941
CEPT1,DRAM2,807,-1.4982263936022489
CERCAM,ODF2,43606,-0.03327156026087133
CERCAM,URM1,40234,-0.09186604338396266
CERT1,POLK,761,-0.8829179218916158
CES2,CIAO2B,496,-0.9882615771227472
CETN2,NSDHL,185,-1.3376319636485094
CFD,PLPPR3,36807,-0.12818105979187594
CFD,MED16,33796,-0.034935453241538954
CFDP1,TMEM170A,31282,-0.3971964866072231
CFL1,FIBP,26506,0.17782632124370695
CFL1,MUS81,4900,0.25758229174789105
CFL1,CCDC85B,28647,-0.11925778020314245
CFLAR,NDUFB3,44572,-0.08932085053720767
CFLAR,FAM126B,44305,0.06981641697240124
CGGBP1,C3orf38,238,-1.2556329371627908
CHAC2,ERLEC1,19218,-0.4663661923357781
CHAF1A,SH3GL1,1949,-0.6227552790472313
CHAMP1,UPF3A,33040,-0.045020140123382894
CHCHD10,SMARCB1,18949,-0.0912505330487399
CHCHD2,SUMF2,42529,-0.23820604869611717
CHCHD4,TMEM43,122,-0.41146831071685247
CHCHD5,POLR1B,42325,0.04631459285941602
CHD3,TRAPPC1,47336,-0.18251868137876304
CHD3,NAA38,451,-0.34714290984682417
CHD4,NOP2,46291,0.20183431708812483
CHD8,TOX4,20471,0.19467539499740394
CHDH,SELENOK,45417,-0.08643092932071253
CHEK1,STT3A,33451,-0.34141980990705584
CHEK1,FEZ1,32585,0.040368017904940594
CHEK2,CCDC117,30252,-0.2777455115764303
CHERP,SLC35E1,29885,0.6139428240035935
CHI3L2,DENND2D,3764,-0.10479377098977358
CHMP1A,SPATA33,2,-0.7828903994057963
CHMP2A,SLC27A5,42716,-0.20052773767990878
CHMP2A,UBE2M,3857,-0.056391510438396
CHMP2A,TRIM28,11389,0.06369943089498921
CHMP4A,TM9SF1,17543,-0.13205561913197883
CHMP4A,GMPR2,18381,-0.1858257639464274
CHMP4A,NEDD8,18709,-0.08081601570114748
CHMP4A,IPO4,24840,-0.16065720666408861
CHMP4A,MDP1,2240,-3.0508917999451093
CHMP5,NFX1,26411,0.09022809814087909
CHMP5,BAG1,703,-0.13050907047623347
CHMP7,R3HCC1,26490,-0.12891762292528758
CHPF,ASIC4,29648,-0.010445477873217826
CHPF,OBSL1,28258,0.21745646666507115
CHPF,GMPPA,45200,-0.016584279049020625
CHPF2,ABCF2,5219,-0.11882977666714045
CHRNA5,PSMA4,25395,-0.02889805470819733
CHRNB1,POLR2A,39362,-0.06974608363198401
CHRNB1,TMEM256,40866,0.011242378390567019
CHST12,EIF3B,49362,-0.03597120339227094
CHSY1,SELENOS,25161,-0.03322373541960075
CHSY1,SNRPA1,42966,-0.03932658977053263
CHTF18,RPUSD1,360,-0.10822334885307573
CHTF8,UTP4,1558,-0.9307596808795102
CHTOP,SNAPIN,24692,-0.05264231153136823
CHTOP,ILF2,37046,-0.17263192706987582
CHTOP,S100A13,460,-0.8580839120893023
CIAO2A,SNX1,139,-0.774029772262348
CIAO2B,CES2,496,-2.072234439243085
CIAO3,RPUSD1,47077,0.06549882101468578
CIAO3,HAGHL,14835,-0.3895595611816002
CIAO3,ANTKMT,20748,-0.17298091186564293
CIAO3,METRN,26236,-0.080766251555377
CIAPIN1,COQ9,5,-1.5316378079348303
CIAPIN1,POLR2C,15228,0.001361205154169683
CIB1,NGRN,31528,-0.0005561513698620639
CIB2,IDH3A,67,-0.07782096286396553
CIC,PAFAH1B3,35038,-0.260839339316795
CIC,GSK3A,25883,0.32904443939721134
CIRBP,ATP5F1D,17650,-0.14259374917010234
CIRBP,MIDN,11068,0.1235962998777912
CIRBP,FAM174C,16125,0.3321478958623306
CISD2,UBE2D3,549,-0.08846093635261766
CISD3,MLLT6,24907,0.16199353932982077
CISD3,PCGF2,22404,-0.09161311050787842
CISD3,PSMB3,22575,0.098688827838826
CISH,MAPKAPK3,497,0.05003687139839308
CIZ1,DNM1,12827,-0.1437047711827136
CIZ1,C9orf16,44263,0.2142143241872918
CKAP2,VPS36,4741,-0.6023985924787666
CKB,KLC1,38729,0.009585264176690879
CKB,COA8,39188,-0.11068992081713006
CKS2,SECISBP2,7305,-0.2159794606309493
CLASRP,GEMIN7,36533,0.08666381615378471
CLCN2,EIF4G1,48784,-0.04729309520233332
CLCN2,POLR2H,2418,-0.15560569192651522
CLCN3,NEK1,208,-0.41707443176343406
CLCN6,MTHFR,359,-0.06656164758019227
CLCN7,TELO2,18225,-0.07785305694024391
CLDN15,ZNHIT1,20703,0.10880244313207135
CLDN15,FIS1,13501,-0.028279612789391846
CLDN6,HCFC1R1,4241,-0.12127241775165543
CLDN6,PKMYT1,39258,-0.4139950691172871
CLDN6,THOC6,2470,0.01498219667383186
CLDN7,PHF23,24294,-0.16171064327082596
CLDN7,ACADVL,46891,-0.07517737217938014
CLDN7,ELP5,13198,0.08613137370726968
CLDN7,GABARAP,21530,-0.045438340252630424
CLDN7,CTDNEP1,11175,-0.21551957269880956
CLEC16A,DEXI,2027,-0.4057213319636505
CLHC1,MTIF2,37700,0.2523225112623687
CLIC1,MPIG6B,21964,-0.5184421806344828
CLIC1,ABHD16A,37167,-0.13705094431674444
CLK1,NIF3L1,24264,-0.41810037789897475
CLK1,PPIL3,24630,-0.1564911037942003
CLK2,SCAMP3,16058,-0.0005760016954040135
CLK2,FDPS,26295,-0.21028925921605446
CLN5,FBXL3,36551,-0.011560746017132775
CLN6,FEM1B,20514,-0.25895249283161
CLPP,GTF2F1,32554,-0.23008880102474938
CLPP,ALKBH7,11288,-0.3800676953094114
CLPTM1,APOC1,41452,-0.1005636758762014
CLTB,NOP16,27578,-0.028932662897111803
CLTB,FAF2,31043,-0.19720379891174525
CLTB,HIGD2A,27853,0.09377789918100823
CMBL,MARCH6,45581,0.09514173055017974
CMC2,CENPN,13764,-1.650431432933726
CMC4,FUNDC2,45323,0.13047658709732582
CMC4,BRCC3,113,-0.2936473547031888
CMPK1,STIL,18888,-0.13224872196975843
CNBP,ISY1,22659,0.21178488910143103
CNIH1,CDKN3,44618,-0.9459402016555246
CNIH4,NVL,26523,-0.21995346561856577
CNN1,ACP5,41226,0.08094335241500958
CNN1,ECSIT,1370,-0.14272596252437186
CNN1,ELOF1,20558,-0.16704195851408593
CNN2,WDR18,42022,-0.06448920762018619
CNN2,TMEM259,5000,-0.011346126244042638
CNNM3,ANKRD39,41832,-0.016917821341201338
CNOT3,PRPF31,22300,-0.015233140338830812
CNOT3,NDUFA3,34982,-0.0432156623404859
CNOT4,NUP205,47555,0.013580502932459831
CNOT7,VPS37A,830,-0.47990890079879917
CNOT9,USP37,193,-1.3288020118884318
CNP,ACLY,36178,-0.10695916153858562
CNP,NKIRAS2,44653,-0.428519286226701
CNPPD1,RETREG2,6439,-0.3256887404921938
CNPPD1,ANKZF1,47105,0.23022394505404847
CNPY2,CS,15968,-0.028245183013183295
CNST,TFB2M,10,-0.17088911951826266
CNTROB,CHD3,47314,0.0020294319747903617
CNTROB,TRAPPC1,22,-1.977929050096068
CNTROB,NAA38,46863,-0.0032615422072261634
COA1,BLVRA,28152,-0.14363231066251791
COA3,BECN1,34631,-0.23898427468752426
COA3,PSME3,25666,0.001648235476093585
COA3,VPS25,25280,0.1613990407450163
COA4,PAAF1,283,-3.3877932388366547
COA5,UNC50,368,-0.41009918529277856
COA8,KLC1,459,-0.2542112935850491
COA8,CKB,39188,-0.18385749919472574
COA8,BAG5,14404,-0.014834140832268554
COASY,MLX,5600,-0.044219194618567076
COASY,TUBG1,47944,-0.045125146170076735
COASY,PSMC3IP,16364,0.0624957683965899
COG1,FAM104A,43724,0.34113451888148727
COG1,C17orf80,39204,-0.4009101732687869
COG4,SF3B3,200,-0.31007878144522966
COG5,BCAP29,15442,-0.12314694621675953
COG8,NIP7,1924,-0.6594120113975142
COG8,VPS4A,28621,0.154315019291108
COIL,TRIM25,47030,-0.13400978462222268
COL2A1,TMEM106C,41146,0.055163278469868085
COLEC11,RNASEH1,34420,-0.02319749281611167
COLGALT1,PGLS,43983,0.09536447594606066
COLGALT2,TSEN15,13852,-0.02746040368253748
COMMD1,CCT4,28,0.0014711173014989299
COMMD3,BMI1,5078,-0.022668616332756034
COMMD5,ZNF7,27335,0.023460480573743923
COMMD6,UCHL3,44,-0.5892553971062857
COMT,TXNRD2,563,-5.198861742527971
COMTD1,VDAC2,26110,0.1231539929274292
COPA,NCSTN,272,-0.059512169189355105
COPE,DDX49,260,-0.577829966666819
COPG1,HMCES,28866,-0.005220872228766351
COPRS,UTP6,42460,0.0505844251970657
COPS5,CSPP1,21402,-0.6158256999331654
COPS6,TAF6,38239,0.24601830373791467
COPS6,MCM7,12992,0.19193572188723865
COPS7A,MLF2,44918,-0.17135350860940113
COPS7A,PTMS,41502,-0.21380263496133778
COPZ1,CBX5,21061,0.037264844849872594
COPZ1,NFE2,57,-0.5042358573194957
COQ10A,CS,33549,-0.2190011300064795
COQ10A,NABP2,44868,-0.09865816558340455
COQ10A,RNF41,42571,0.06953827754496945
COQ10A,CNPY2,49517,0.020407969849027416
COQ10B,SF3B1,18359,-0.08811274046726501
COQ10B,HSPE1,46672,-0.034485418564003396
COQ3,PNISR,31752,-0.4386984977053469
COQ4,GOLGA2,46447,-0.08783004681213462
COQ4,TRUB2,258,-1.4453852164161565
COQ4,URM1,48858,0.07435084138606823
COQ4,SWI5,47104,-0.14960299912757677
COQ5,RNF10,954,-0.35377783257526374
COQ5,SRSF9,38488,-0.1281195451883911
COQ5,POP5,46977,0.1446615346796585
COQ8B,SNRPA,24801,0.17767053058304919
COQ9,CIAPIN1,5,-1.5932805995520558
COQ9,POLR2C,15223,-0.07670061131358728
CORO1B,AIP,24346,0.1825484458332241
CORO1B,PPP1CA,22645,0.014588037381845068
CORO1B,TMEM134,25463,-0.04247489009871739
CORO7,HMOX2,48541,0.027417285549552525
CORO7,DNAJA3,100,0.03546973910707141
COX14,SMARCD1,26786,-0.24695119814339006
COX15,CUTC,30300,-0.8998287472492399
COX20,HNRNPU,29273,-0.066344348476539
COX4I1,EMC8,1560,-0.2547257783615371
COX6A1,DYNLL1,30361,-0.06560898168539507
COX6A1,TRIAP1,8325,0.2719622487445182
COX6A1,GATC,8354,-0.48619335214237386
COX6B1,RBM42,19241,0.1415586606648352
COX7A2,TMEM30A,34625,-0.07312221632221332
COX7B,PGK1,15012,-0.08126740083550696
COX7B,MAGT1,3544,-0.5960954968976137
COX8A,NAA40,35910,-0.022436372625146403
COX8A,OTUB1,11274,0.12343141902182175
CPAMD8,HAUS8,48643,-0.02200956973271124
CPED1,ING3,37772,0.8810717104999866
CPNE1,ROMO1,34266,-0.12598399942816216
CPNE1,NFS1,34414,0.08287769808161874
CPNE1,RBM12,6,-2.219983471352679
CPNE3,RMDN1,64,-0.6010480493014472
CPSF1,VPS28,19635,-0.5070821256965821
CPSF1,SLC39A4,7030,-0.47528734937425715
CPSF2,NDUFB1,466,0.468887068400521
CPSF3,ITGB1BP1,268,-0.5262314674135679
CPSF4,BUD31,30298,0.32724915581740194
CPSF4,ATP5MF,27293,0.042432098400701966
CPSF7,SDHAF2,73,-0.9375702157385241
CPT1C,BCL2L12,26276,0.11000525921559029
CPT1C,IRF3,25034,0.21274539351120142
CPT1C,PRMT1,15112,0.06642970872713376
CPT2,CZIB,23887,-0.0074312542992612555
CPT2,MAGOH,41856,-0.29075204027791146
CRAT,PTPA,763,0.3036010490996244
CRCP,ASL,38804,-0.04691530829757239
CREB3,TLN1,84,0.09635938474857772
CREB3L3,MAP2K2,28711,0.0854730784720164
CREB3L4,JTB,14292,0.06579272195828412
CREB3L4,SLC39A1,4948,0.11281618037528625
CREB3L4,GATAD2B,40359,-0.26513668208534313
CREBZF,TMEM126A,34952,0.41809053557580594
CRELD1,JAGN1,43222,0.021804523421027476
CRELD2,PIM3,38502,0.025021684586884377
CREM,CUL2,215,-0.108526468919896
CRIPT,PIGF,651,-0.6107154687122851
CRLF3,ATAD5,7199,-0.20006936546648468
CRNKL1,NAA20,38736,0.014714846007813007
CRTAP,GLB1,16476,0.17973391931149257
CRTC2,JTB,19369,0.0353964188954618
CRTC2,SLC39A1,10025,-0.0555455649745612
CRTC2,GATAD2B,35282,0.043489848760857285
CRX,SELENOW,41271,0.18137118688757442
CRYAB,C11orf1,44787,-0.008562843123891106
CRYBG1,ATG5,34086,-0.13522372044021264
CRYZ,TYW3,14,-2.5321961290017616
CRYZL1,ITSN1,1526,-1.0292071549167994
CS,CNPY2,15968,0.1751023281850776
CSAG1,MAGEA6,35934,0.025285449652629414
CSAG1,MAGEA12,25,-1.4784819482783453
