target,metric,matched,mismatched_median,discrimination
ZBTB34,source_mean_removed_pearson,-0.0033871339631692497,-0.0026496356510956488,0.48333333333333334
ZC3HAV1,source_mean_removed_pearson,0.015045649191968744,0.0014534984396565973,0.75
ZHX3,source_mean_removed_pearson,0.09497221101216305,-0.0016080070877856777,1.0
ZKSCAN2,source_mean_removed_pearson,-0.033109979787135944,-0.000687063833899788,0.08333333333333333
ZKSCAN3,source_mean_removed_pearson,-0.028595223208367337,0.0016476957861846246,0.08333333333333333
ZNF219,source_mean_removed_pearson,0.023588511132107682,0.006148588053521694,0.8166666666666667
ZNF25,source_mean_removed_pearson,0.0010178948623030275,0.0019153619940994663,0.48333333333333334
ZNF251,source_mean_removed_pearson,0.01984378254360963,0.002792757146986811,0.8166666666666667
ZNF324,source_mean_removed_pearson,0.044645421148409616,-0.0008719661751196721,0.9166666666666666
ZNF410,source_mean_removed_pearson,0.021276394017410643,-0.00029655083287114306,0.7333333333333333
ZNF821,source_mean_removed_pearson,0.023484334849838417,0.0018344402480952005,0.9
ZRANB3,source_mean_removed_pearson,0.02055586034049016,0.0014779361358773263,0.85
AGO1,raw_sign_top100_k562,0.51,0.495,0.6166666666666667
AKT2,raw_sign_top100_k562,0.5,0.51,0.43333333333333335
ALG12,raw_sign_top100_k562,0.45,0.5,0.075
API5,raw_sign_top100_k562,0.53,0.475,0.775
BCL6,raw_sign_top100_k562,0.45,0.5,0.11666666666666667
BRPF1,raw_sign_top100_k562,0.5,0.51,0.4083333333333333
C5orf22,raw_sign_top100_k562,0.56,0.51,0.8
CARM1,raw_sign_top100_k562,0.57,0.51,0.9083333333333333
CHD3,raw_sign_top100_k562,0.48,0.49,0.4166666666666667
COIL,raw_sign_top100_k562,0.52,0.495,0.7083333333333334
CYTH2,raw_sign_top100_k562,0.48,0.5,0.3
DCP2,raw_sign_top100_k562,0.43,0.505,0.15
DEK,raw_sign_top100_k562,0.51,0.5,0.575
DTNBP1,raw_sign_top100_k562,0.51,0.49,0.6583333333333333
ELK1,raw_sign_top100_k562,0.54,0.51,0.7
EPC2,raw_sign_top100_k562,0.53,0.51,0.6666666666666666
EZH2,raw_sign_top100_k562,0.46,0.5,0.16666666666666666
FCGRT,raw_sign_top100_k562,0.52,0.51,0.5833333333333334
GTF2IRD1,raw_sign_top100_k562,0.58,0.5,0.8833333333333333
HMGXB3,raw_sign_top100_k562,0.61,0.495,1.0
KMT2A,raw_sign_top100_k562,0.59,0.5,0.9666666666666667
LDLR,raw_sign_top100_k562,0.53,0.495,0.8583333333333333
LENG1,raw_sign_top100_k562,0.57,0.51,0.9
LPCAT3,raw_sign_top100_k562,0.44,0.49,0.15833333333333333
MAP2K2,raw_sign_top100_k562,0.52,0.49,0.7166666666666667
MSANTD4,raw_sign_top100_k562,0.48,0.51,0.3
MTF1,raw_sign_top100_k562,0.52,0.505,0.625
MYPOP,raw_sign_top100_k562,0.52,0.5,0.6416666666666667
NAIF1,raw_sign_top100_k562,0.56,0.5,0.8
PAN2,raw_sign_top100_k562,0.56,0.51,0.8833333333333333
PHF19,raw_sign_top100_k562,0.48,0.5,0.38333333333333336
PHF23,raw_sign_top100_k562,0.62,0.49,1.0
PIN1,raw_sign_top100_k562,0.52,0.49,0.6333333333333333
PPIF,raw_sign_top100_k562,0.48,0.495,0.375
PRMT7,raw_sign_top100_k562,0.59,0.51,0.95
PRNP,raw_sign_top100_k562,0.43,0.5,0.08333333333333333
PSKH1,raw_sign_top100_k562,0.47,0.5,0.3
RABEP2,raw_sign_top100_k562,0.49,0.495,0.43333333333333335
RBM26,raw_sign_top100_k562,0.65,0.51,1.0
RFK,raw_sign_top100_k562,0.47,0.495,0.275
RNF141,raw_sign_top100_k562,0.54,0.5,0.775
SH2D3A,raw_sign_top100_k562,0.52,0.5,0.6916666666666667
SMARCA5,raw_sign_top100_k562,0.57,0.515,0.85
STT3A,raw_sign_top100_k562,0.51,0.49,0.5916666666666667
TARBP2,raw_sign_top100_k562,0.46,0.5,0.23333333333333334
THAP7,raw_sign_top100_k562,0.59,0.5,0.9416666666666667
TRIM35,raw_sign_top100_k562,0.54,0.5,0.7583333333333333
UPF3B,raw_sign_top100_k562,0.59,0.505,0.9666666666666667
UROS,raw_sign_top100_k562,0.52,0.5,0.65
ZBTB34,raw_sign_top100_k562,0.47,0.5,0.3
ZC3HAV1,raw_sign_top100_k562,0.51,0.5,0.575
ZHX3,raw_sign_top100_k562,0.54,0.5,0.8
ZKSCAN2,raw_sign_top100_k562,0.37,0.5,0.008333333333333333
ZKSCAN3,raw_sign_top100_k562,0.48,0.5,0.2916666666666667
ZNF219,raw_sign_top100_k562,0.5,0.51,0.43333333333333335
ZNF25,raw_sign_top100_k562,0.57,0.51,0.8583333333333333
ZNF251,raw_sign_top100_k562,0.49,0.49,0.48333333333333334
ZNF324,raw_sign_top100_k562,0.55,0.52,0.7166666666666667
ZNF410,raw_sign_top100_k562,0.52,0.485,0.7916666666666666
ZNF821,raw_sign_top100_k562,0.52,0.5,0.65
ZRANB3,raw_sign_top100_k562,0.53,0.515,0.625
