target,class,cosine,energy_k562,energy_cd4_mix,cells_k562,cells_cd4_mix
CSTF2T,other,-0.0182082,81.3619,23.7857,160,2100
CSTF3,other,0.0243483,225.044,447.463,109,19
CTBP1,other,0.141789,81.568,103.752,218,4393
CTBP2,other,0.0239936,57.6159,16.6101,260,1534
CTBS,other,0.0084396,77.4325,25.6986,158,1704
CTCF,other,0.0268229,140.241,73.3688,109,341
CTCFL,other,0.0130956,36.2201,22.2698,367,1598
CTDNEP1,other,0.0260758,113.159,36.4436,115,647
CTDP1,other,0.00143771,188.908,979.357,117,10
CTDSP1,other,-0.0358595,122.822,26.0679,115,1703
CTDSP2,other,0.0140096,137.776,38.9074,100,1017
CTDSPL,other,-0.00433388,45.4708,34.0411,277,798
CTDSPL2,other,0.128978,73.5666,54.113,210,1454
CTH,other,0.0356059,235.101,18.5805,52,2395
CTNNA1,other,0.0304906,540.935,21.9946,42,1698
CTNNAL1,other,0.0164045,67.6737,204.932,201,104
CTNNB1,other,0.0108579,542.016,44.3953,39,680
CTNNBIP1,other,0.0281908,44.3729,28.3595,290,1414
CTNNBL1,other,0.0995128,232.478,135.859,79,170
CTNND1,other,0.0161144,149.885,17.8101,97,1684
CTPS1,other,0.0650226,2854.71,75.9505,17,766
CTPS2,other,0.00500312,71.0374,20.9749,206,3928
CTR9,other,-0.0342271,355.577,54.7293,95,444
CTSA,other,-0.00430206,49.5092,27.0015,264,771
CTSB,other,-0.0152739,60.9408,17.2834,215,2649
CTSC,other,0.0158516,42.2422,29.6507,306,3888
CTSD,other,0.0448612,72.5438,16.4619,187,2417
CTSF,other,-0.0272129,92.9089,31.0768,141,2034
CTSH,other,-0.0140484,87.457,19.4458,155,1751
CTSL,other,0.0433052,51.0543,17.0794,258,1812
CTSS,other,0.00107756,270.242,20.7884,54,1288
CTSZ,other,-0.0101443,124.972,39.1762,104,567
CTTN,other,0.0550825,93.94,25.6062,146,1798
CTU1,other,0.112496,97.5935,58.5251,177,659
CTU2,other,0.104799,58.3617,40.025,295,1428
CUEDC2,other,0.00044443,93.4396,24.2117,136,4180
CUL2,other,-0.0104136,175.225,1178.51,95,11
CUL3,other,0.0508379,60.9275,66.1035,268,741
CUL4A,other,0.0222139,84.1832,26.489,162,1854
CUL4B,other,-0.0691185,75.0295,52.5357,170,728
CUL5,other,0.00401017,79.4618,42.1769,191,593
CUL7,other,0.0301915,304.364,27.4787,51,768
CUTA,other,-0.0400519,63.7455,15.4911,204,2097
CUTC,other,0.0309474,158.898,24.2485,80,1096
CUX1,other,-0.0110317,45.8312,24.7235,277,2824
CUX2,other,-0.0415285,43.0998,23.0013,304,1251
CWC25,other,-0.0139834,39.6811,21.3413,316,1283
CWC27,other,0.0465172,59.929,29.4524,200,2575
CWF19L1,other,-0.022811,79.8402,28.2227,165,790
CXCL2,other,-0.00213498,79.5902,33.1894,161,838
CXCL3,other,-0.0428729,54.6921,20.5058,245,1901
CXXC1,other,0.183297,175.577,151.376,184,298
CXXC4,other,0.025358,60.5874,19.3975,228,1090
CXXC5,other,0.0140635,42.1645,16.9465,313,3016
CXorf38,other,-0.00810321,178.169,30.0013,83,2518
CYB561,other,0.00345557,63.8684,20.8785,182,952
CYB561A3,other,0.0498156,47.6736,32.0012,247,940
CYB561D2,other,0.0578077,85.1852,30.1963,165,2826
CYB5A,other,-0.0352944,48.4589,19.5118,259,1383
CYB5B,other,0.0359415,295.566,22.6409,56,1058
CYB5D2,other,0.00920223,64.7806,31.4964,216,3021
CYB5R1,other,0.000162194,68.7856,16.5718,200,3303
CYB5R3,other,-0.00569867,64.2655,28.2934,211,709
CYB5R4,other,0.00389223,50.5194,75.4661,253,569
CYB5RL,other,-0.00774487,131.944,31.2121,111,1160
CYBA,other,-0.0149791,92.0509,22.0698,144,1288
CYBC1,other,0.00469303,66.1843,17.6411,201,1376
CYBRD1,other,0.0205031,100.943,18.1287,140,1858
CYC1,other,0.0375888,53.472,79.1561,267,431
CYCS,other,0.0931254,83.7888,57.9636,220,384
CYFIP1,other,-0.0272922,53.8564,26.0299,229,1577
CYP20A1,other,0.0221415,66.0574,16.975,197,11487
CYP2R1,other,0.0142576,63.3376,22.8006,209,904
CYP3A5,other,2.26479e-05,130.977,24.5131,108,1450
CYP51A1,other,0.0038122,79.8368,42.5775,157,567
CYREN,other,0.0730679,121.116,21.0951,196,1134
CYSTM1,other,0.0128038,60.88,34.134,214,701
CYTH1,other,-0.0110755,68.67,18.2583,193,2259
CYTH3,other,-0.0108557,54.8733,30.2834,217,1006
CZIB,other,-0.0297572,60.5229,22.1277,224,1378
D2HGDH,other,-0.00276774,53.3359,17.8587,243,1683
DAAM1,other,-0.0131052,56.6706,24.34,234,2841
DAB2,other,0.0039927,160.746,21.8272,95,1687
DACH1,other,-0.00988356,108.701,17.4937,118,1907
DACH2,other,0.0305846,605.27,17.4055,30,1255
DAD1,other,0.0792616,137.595,114.183,158,137
DAG1,other,0.0506043,124.901,25.8512,113,1653
DAGLB,other,0.0115662,441.918,28.7106,44,789
DALRD3,other,0.0201668,34.8284,23.5238,377,2197
DAP,other,-0.0142783,52.8524,113.089,240,419
DAP3,other,-0.00448758,73.1027,21.8752,224,1111
DAPK1,other,-0.0145617,64.1777,39.8341,209,2095
DAPK3,other,-0.0215372,96.7868,15.3335,131,1821
DARS2,other,-0.00939969,262.152,41.2225,58,732
DAXX,other,0.00795485,53.4163,39.4369,295,815
DAZAP1,other,0.134823,82.5182,103.721,196,189
DAZAP2,other,-0.0221298,134.664,17.8578,100,1459
DBF4,other,0.079524,57.6244,77.322,238,406
DBI,other,-0.00544753,42.1256,24.4996,300,2459
DBNDD2,other,0.035652,31.4564,16.1965,422,2356
DBNL,other,0.0421835,78.2154,57.1024,160,7003
DBP,other,0.0197539,163.985,24.8579,79,1693
DBT,other,0.041124,69.1656,35.3658,197,3404
DBX1,other,-0.0135649,77.6039,18.2573,161,1141
DBX2,other,-0.0132778,48.183,21.8872,276,2578
DCAF1,other,-0.018797,71.5521,47.6696,181,1513
DCAF10,other,0.0124727,258.558,220.68,61,56
DCAF11,other,0.0200784,61.7205,18.5505,261,1636
DCAF12,other,0.0250316,55.0186,18.8251,242,1221
DCAF15,other,0.0134672,39.7108,18.0785,320,1738
DCAF17,other,0.0471057,48.2583,18.5126,277,2379
DCAF4,other,-0.0037043,77.325,18.6117,154,2893
DCAF5,other,0.0165584,39.1391,27.1511,336,2282
DCAF6,other,0.0342043,35.5836,65.2479,420,1275
DCAF7,other,0.0039863,91.5473,118.908,162,123
DCAF8,other,-0.0109089,82.2222,46.1334,157,538
DCAKD,other,-0.0380713,28.8343,84.8933,436,2158
DCBLD2,other,-0.028391,128.995,31.8635,99,597
DCK,other,-0.0513307,80.7615,79.5076,176,187
DCLRE1A,other,0.0531945,77.9801,29.51,153,1542
DCLRE1B,other,0.00168031,34.8829,29.5761,345,1022
DCLRE1C,other,0.0223038,129.785,18.7832,97,1488
DCP1A,other,-0.00639664,93.7078,21.8381,135,2327
DCPS,other,0.152914,145.508,330.426,139,76
DCTD,other,0.000636084,65.5064,22.7301,185,1687
DCTN4,other,-0.0171991,179.086,40.209,90,444
DCTN6,other,0.0123084,122.078,233.176,121,55
DCTPP1,other,0.00300667,37.2971,28.3109,342,1088
DCUN1D1,other,-0.00701913,59.3564,31.4248,225,1027
DCUN1D2,other,0.00646159,196.819,28.2104,71,755
DCUN1D4,other,-0.00526157,51.0763,28.7055,244,1024
DCUN1D5,other,-0.0162717,95.2389,34.2962,144,845
DCXR,other,-0.00641443,435.172,28.6662,44,2720
DDA1,other,0.0572049,40.0155,33.7607,402,1134
DDAH2,other,-0.0333553,210.377,20.1163,66,1866
DDB2,other,-0.00981956,192.462,24.9972,69,864
DDHD2,other,-0.00608674,76.0128,19.9489,166,1502
DDI2,other,0.00334309,178.254,38.5667,87,2456
DDIT3,other,-0.00124876,49.8223,22.1826,264,1498
DDIT4,other,0.0707157,67.6393,26.5996,172,1160
DDOST,other,-0.066126,139.144,158.929,174,62
DDR1,other,0.029716,37.2591,23.9368,359,695
DDRGK1,other,0.0834941,94.5189,81.2715,136,1874
DDT,other,0.0192741,42.9675,30.2825,324,1779
DDX1,other,-0.0303198,44.5598,276.079,306,173
DDX11,other,0.0232263,56.8186,19.822,230,2105
DDX17,other,0.166668,77.0562,46.7414,254,2753
DDX19A,other,-0.00641593,65.5854,30.5808,213,1131
DDX19B,other,0.00778926,17.2004,18.8508,722,2288
DDX20,other,-0.0623212,270.127,27.2273,108,1514
DDX21,other,0.042631,223.446,140.453,136,102
DDX24,other,-0.0426837,240.809,194.482,108,49
DDX27,other,-0.0245276,370.289,210.089,48,70
DDX28,other,-0.0219972,45.2503,22.0278,297,1734
DDX31,other,-0.0235088,111.529,42.4893,113,976
DDX39A,other,0.0136592,287.775,65.5053,59,452
DDX39B,other,0.0991655,251.434,79.9129,78,388
DDX3X,other,0.0258664,154.805,26.0754,107,1315
DDX41,other,-0.0936296,161,444.8,121,23
DDX42,other,0.0264239,132.204,134.126,99,151
DDX5,other,0.0977251,69.1768,59.169,310,549
DDX50,other,0.0120892,51.1377,23.9514,259,1736
DDX51,other,-0.0187734,212.35,408.532,150,21
DDX52,other,0.091733,286.292,1241.16,144,21
DDX54,other,0.00239013,78.4028,98.3177,181,284
DDX55,other,0.00885035,105.122,54.4543,201,320
DDX56,other,0.0119917,431.527,1023.73,83,13
DDX6,other,0.226593,262.559,81.8504,112,616
DECR1,other,-0.0195949,64.4956,27.1684,207,1335
DECR2,other,0.00144704,194.337,24.1259,70,1504
DEDD,other,0.00490842,46.6301,22.7616,299,1064
DEDD2,other,-0.0174728,74.9628,21.8849,168,1075
DEF6,other,-0.0174552,76.6196,25.147,161,1597
DEF8,other,0.00206664,104.732,28.9649,127,2947
DEGS1,other,-0.0331519,97.0905,23.5743,121,3952
DELE1,other,0.0156229,159.124,26.6039,79,1977
DENND10,other,0.026835,56.7811,17.8128,238,1931
DENND1A,other,0.00247075,169.696,30.1494,83,1924
DENND1B,other,0.0107703,116.25,23.3648,115,3085
DENND2D,other,0.0670086,32.8807,35.641,431,1691
DENND4A,other,-0.00719543,166.568,24.6199,89,2305
DENND4B,other,0.0465753,28.0414,34.865,457,2526
DENND4C,other,-0.0164872,52.1234,23.8542,281,1649
DENND5A,other,-0.0189511,101.464,22.4928,124,1131
DENR,other,0.300386,71.1427,67.9904,400,2370
DEPDC1,other,0.0138402,64.0072,21.8094,195,1863
DEPDC1B,other,0.00400317,157.97,22.5745,80,1617
DEPDC5,other,0.0545794,95.9398,30.2713,209,1864
DEPDC7,other,0.0112211,78.0351,15.1044,173,2286
DERA,other,-0.0220216,580.609,25.0779,32,1279
DERL1,other,0.00913536,59.7132,23.2033,221,2329
DERL3,other,-0.00505916,104.147,21.9083,133,1178
DESI1,other,0.126943,42.7507,41.9056,482,801
DESI2,other,0.00100374,55.5361,47.6968,239,3071
DEXI,other,-0.00642472,92.3613,26.6025,139,1991
DFFA,other,0.00746198,265.796,16.4086,70,1889
DFFB,other,-0.010841,45.6031,46.7091,270,2696
DGAT1,other,0.0202739,352.499,24.1405,48,2615
DGCR2,other,0.0265762,314.764,20.0571,49,1369
DGCR6L,other,0.0391082,72.6903,29.0591,182,2391
DGKD,other,-0.0156233,115.665,14.9794,140,1786
DGKE,other,-0.00810052,67.9297,23.2809,190,2270
DGKH,other,-0.0545534,30.714,50.3764,442,456
DGKQ,other,0.0106708,31.121,18.1349,416,3613
DGKZ,other,0.0153477,78.1095,50.7157,171,656
DGLUCY,other,-0.0432705,67.7891,14.9423,193,2284
DGUOK,other,-0.00640451,111.697,21.7987,130,935
DHCR24,other,0.0267002,82.6543,18.656,148,1845
DHCR7,other,-0.0115369,88.6132,25.1288,147,2875
DHODH,other,0.0866822,57.0929,139.063,401,159
DHPS,other,0.079722,157.844,72.0516,111,400
DHRS11,other,-0.00559197,73.4037,13.9366,188,1732
DHRS12,other,-0.0195633,97.6596,28.7547,125,607
DHRS13,other,0.0126793,64.4344,32.3136,186,2270
DHRS2,other,0.0496138,124.732,11.0953,96,2700
DHRS3,other,-0.0217588,62.747,17.0545,220,1581
DHRS4,other,-0.0186683,131.323,29.8446,103,1178
DHRS4L2,other,0.0401214,122.471,21.3141,111,1641
DHRS7,other,0.00969183,104.73,50.3291,121,646
DHRS7B,other,0.00329897,141.748,16.9738,99,2605
DHTKD1,other,0.0127478,140.279,16.2454,95,1931
DHX15,other,0.0167401,501.508,209.923,101,71
DHX16,other,-0.00686337,60.6869,224.65,215,61
DHX30,other,0.0691909,51.6457,29.1132,307,1351
DHX32,other,-0.00448443,69.8295,20.4064,220,2055
DHX33,other,0.047017,94.0852,177.662,266,87
DHX34,other,0.0023503,47.5943,19.115,293,2437
DHX36,other,0.376294,107.047,210.089,435,510
DHX38,other,-0.00525165,281.253,33.5287,48,540
DHX40,other,0.00928908,53.3405,50.1251,259,1687
DHX57,other,0.0270938,93.1141,28.8821,130,676
DHX9,other,0.0481492,80.3043,57.3677,192,439
DIABLO,other,0.00514833,85.336,42.4048,147,3826
DIAPH1,other,-0.0134458,73.2475,27.2953,178,836
DIAPH3,other,0.015763,51.5867,26.1979,280,1061
DIDO1,other,0.00665414,32.5959,25.2237,389,2832
DIP2A,other,0.00703411,64.0798,23.9223,193,2233
DIP2B,other,0.0211256,67.8005,13.5658,203,2655
DIPK1B,other,-0.00546508,44.844,42.8446,366,586
DIPK2A,other,-0.0034064,60.0528,61.9106,201,269
DIS3,other,0.118984,660.7,240.871,46,162
DIS3L,other,0.0410173,48.0666,32.7572,259,751
DIS3L2,other,0.023049,45.5268,29.903,306,3224
DIXDC1,other,0.00537722,71.6593,14.8886,171,2085
DLD,other,0.108246,239.509,74.7269,162,305
DLG1,other,-0.00746748,60.592,13.4171,204,3782
DLG5,other,0.0229924,65.612,35.3357,219,554
DLGAP4,other,0.00257316,86.6127,13.4985,138,3052
DLGAP5,other,-0.011252,67.6093,15.9245,185,2104
DLX1,other,-0.00280642,50.2173,24.4054,237,1481
DLX2,other,0.0351482,46.6984,26.316,311,991
DLX3,other,0.0108734,96.1492,22.0736,138,1091
DLX4,other,0.0238851,83.0638,29.6486,179,965
DLX5,other,0.0268314,60.5146,16.8047,211,2171
DLX6,other,0.0410759,71.7699,25.2397,166,3000
DMAC1,other,-0.0131895,2909.97,61.0238,19,494
DMAC2,other,0.0111999,69.8064,40.2369,221,534
DMAC2L,other,0.150356,100.437,32.8047,164,3707
DMAP1,other,-0.0278436,306.843,584.296,117,12
DMBX1,other,-0.00965454,72.8005,34.4258,207,1495
DMC1,other,-0.0165948,211.414,21.5732,70,1315
DMD,other,-0.00746909,102.664,49.4846,131,4800
DMPK,other,-0.00354615,74.8472,16.9162,163,1691
DMRT1,other,-0.00985294,255.191,23.5264,55,2630
DMRT2,other,-0.0155067,80.5418,25.3286,155,1338
DMRT3,other,-0.0138333,147.446,30.5982,86,1196
DMRTA1,other,0.00970368,62.1896,18.3347,204,1843
DMRTA2,other,-0.0181827,61.6332,36.6973,212,3958
DMRTB1,other,0.012069,66.5597,26.05,200,8971
DMRTC2,other,0.0459158,534.336,37.125,49,764
DMTN,other,-0.0323453,33.2968,22.243,365,2772
DMWD,other,0.0349183,42.2944,22.0218,346,1003
DMXL1,other,-0.00583762,145.885,25.6843,125,821
DMXL2,other,0.0489837,55.5129,58.9555,229,1614
DNAAF2,other,0.057887,50.488,70.3711,292,415
DNAJA1,other,0.0403264,29.2385,28.9487,523,1352
DNAJA2,other,0.0104981,1165.14,22.1714,26,1434
DNAJA3,other,0.175365,194.472,111.186,159,374
DNAJB1,other,-0.011339,63.9559,29.41,214,2772
DNAJB11,other,0.0144469,33.557,19.0865,399,4488
DNAJB12,other,-0.000717169,58.4623,14.6369,230,1892
DNAJB14,other,0.0350173,63.23,24.4121,209,3895
DNAJB4,other,0.00503583,505.51,21.7418,40,981
DNAJB6,other,0.00255241,58.8694,25.2957,227,3069
DNAJB9,other,0.0861999,43.7015,26.8729,289,2914
DNAJC1,other,-0.0191785,120.63,35.0034,109,1074
DNAJC10,other,0.0533877,51.4178,26.0941,240,1792
DNAJC11,other,-0.0430416,82.7997,45.7341,171,1601
DNAJC12,other,-0.00430371,170.898,14.4179,79,2160
DNAJC13,other,0.00664091,117.357,17.1657,115,1774
DNAJC14,other,-0.024086,101.52,22.5944,121,977
DNAJC16,other,0.00916291,78.0294,36.4303,156,2975
DNAJC19,other,-0.0261813,186.113,21.0354,216,2252
DNAJC2,other,0.00180394,316.227,423.316,49,135
DNAJC21,other,0.0090959,135.49,35.024,117,603
DNAJC24,other,0.0486663,155.191,44.4704,100,1219
DNAJC3,other,-0.0261923,14.9232,42.0264,933,1645
DNAJC30,other,0.0235919,49.87,28.5729,256,1470
DNAJC4,other,-0.0157578,303.029,30.4809,53,716
DNAJC5,other,0.0263992,63.2291,21.1045,197,1855
DNAJC6,other,0.0290982,54.4571,22.7899,236,965
DNAJC7,other,0.0034001,81.2339,22.5557,174,1286
DNAJC8,other,0.196143,49.8691,66.3038,488,1351
DNAJC9,other,-0.0367818,60.0779,34.35,212,655
DNAL1,other,0.0462054,50.64,22.6717,250,1672
DNASE1L1,other,-0.0171084,86.5962,21.194,205,1666
DNASE2,other,-0.029655,216.694,40.2953,70,1463
DNLZ,other,0.00445069,42.1133,33.2254,316,834
DNM1L,other,-0.0281634,74.8983,28.8327,224,3832
DNMT1,other,0.0122683,114.946,337.689,509,31
DNMT3A,other,0.0141608,138.905,20.5726,102,1330
DNMT3B,other,-0.00188076,32.4397,38.9565,380,1155
DNPEP,other,-0.0390286,101.381,17.4586,135,2368
DNPH1,other,-0.0137131,97.2168,15.656,129,2166
DOCK11,other,-0.0351168,248.438,17.5253,64,1925
DOCK2,other,0.00854111,48.2245,37.5175,250,2659
DOCK6,other,0.0183796,71.4246,17.3561,244,1486
DOCK7,other,0.0150079,121.888,17.5696,115,1622
DOCK8,other,0.027006,77.6003,17.8038,157,2753
DOCK9,other,0.00711637,91.7318,21.1641,138,1706
DOHH,other,0.103882,203.746,117.67,305,1076
DOK1,other,-0.0189283,35.0702,14.6452,369,2264
DOK2,other,-0.00474023,96.7299,17.8942,144,1220
DOK3,other,0.00976221,99.6633,21.1927,128,1609
DOK4,other,0.00280155,33.6713,35.3956,390,4388
DOLK,other,0.14867,59.9206,39.1791,319,652
DOLPP1,other,0.00408698,57.1278,39.5724,222,5856
DONSON,other,0.0266597,74.2395,415.466,367,23
DOT1L,other,-0.00585938,76.3298,46.4496,171,598
DPAGT1,other,0.0282904,44.8304,212.335,273,90
DPCD,other,0.059038,2174.41,22.2735,18,1250
DPF1,other,0.0171825,32.7318,33.0359,380,1169
DPF2,other,0.061106,39.4155,65.0343,424,283
DPF3,other,-0.0125649,149.501,16.9846,100,2930
DPH1,other,-0.0030119,23.5829,91.6111,689,484
DPH2,other,0.0126019,91.278,45.0185,246,804
DPH3,other,-0.0107404,115.819,22.0101,112,1411
DPH5,other,0.11249,143.103,71.788,101,869
DPH6,other,0.0963048,61.7462,39.5523,236,929
DPH7,other,-0.0286307,73.5204,19.7357,180,1916
DPM1,other,0.0640276,132.053,28.2607,106,2041
DPM2,other,0.042314,43.017,22.0891,310,1450
DPM3,other,0.00663979,61.1883,23.3115,223,2206
DPP3,other,0.0278978,104.078,48.4722,124,2292
DPP7,other,0.00251439,34.7025,117.224,372,128
DPP8,other,0.00923604,66.0252,14.8236,196,1626
DPP9,other,-0.0132968,26.9873,18.857,496,1192
DPRX,other,0.0168811,76.1763,28.117,172,1613
DPY19L1,other,0.0212306,46.0136,28.781,293,771
DPY19L3,other,0.023987,132.476,89.6896,100,221
DPY19L4,other,0.045893,75.2418,18.9149,244,3116
DPYSL2,other,-0.0252456,69.4996,22.4127,188,3503
DR1,other,0.0488458,59.9905,32.9723,287,1428
DRAM1,other,0.0257113,37.9746,16.2406,345,1959
DRAM2,other,0.00755412,56.9021,25.173,221,1784
DRAP1,other,0.0338011,42.7278,82.3713,435,1876
DRG1,other,0.0588597,50.1514,26.2735,274,1346
DRGX,other,0.00298578,94.8279,13.8499,142,3336
DSC2,other,0.0952067,71.6173,29.1934,197,1681
DSCC1,other,0.0545241,164.675,52.5582,86,1269
DST,other,-0.00479089,26.5404,14.595,491,3220
DSTN,other,0.0204853,92.3944,16.4193,141,1729
DSTYK,other,0.0558556,85.9312,21.6271,193,1903
DTD1,other,0.0418146,43.9372,19.6031,286,1779
DTD2,other,-0.0213703,59.0361,20.1756,212,1083
DTL,other,0.011183,121.42,174.865,111,138
DTWD1,other,0.0220615,98.2967,39.6167,136,675
DTWD2,other,-0.00143837,53.2449,17.3809,246,1325
DTX2,other,0.0058347,262.492,18.2719,56,1084
DTYMK,other,0.01947,71.6538,54.7781,227,318
DUS1L,other,0.0224736,58.1881,21.4897,241,958
DUS2,other,0.0413168,69.3181,33.8191,186,625
DUS3L,other,-0.0151059,45.9545,25.3413,293,972
DUS4L,other,0.0182083,81.1844,28.6299,140,717
DUSP1,other,-0.0105631,70.0882,19.1513,185,2897
DUSP10,other,0.00051063,42.1205,19.3137,306,2392
DUSP11,other,-0.00565873,47.7192,15.1995,245,2527
DUSP12,other,0.0321956,123.641,162.914,126,294
DUSP14,other,0.00835983,58.1418,32.3311,204,1111
DUSP22,other,0.0164677,88.5374,21.49,146,1665
DUSP23,other,-0.0235231,54.0487,20.0495,229,1833
DUSP28,other,-0.034419,55.4577,1032.33,243,11
DUSP3,other,-0.00993347,70.3031,15.0175,179,2360
DUSP7,other,-0.020252,43.8874,15.5862,280,3573
DUXA,other,0.0314352,119.226,18.6119,113,994
DVL1,other,-0.0456819,102.599,29.1655,130,683
DVL2,other,-0.00742665,47.6938,18.4055,278,1581
DXO,other,0.00430069,508.029,21.8845,44,1820
DYM,other,-0.000602682,64.8215,18.88,203,2231
DYNC1H1,other,-0.00723745,107.168,196.546,156,57
DYNC1LI1,other,0.0191174,69.8146,18.7504,182,1220
DYNC1LI2,other,0.0138681,82.4562,23.2431,172,2619
DYNC2LI1,other,0.00512304,154.207,30.2038,92,1533
DYNLL1,other,0.0305,112.147,33.9112,128,1155
DYNLL2,other,0.0379597,127.931,41.2589,178,700
DYNLRB1,other,0.0405247,34.5451,169.183,380,130
DYNLT1,other,0.00626842,39.5834,19.9431,323,1136
DYNLT3,other,0.0350292,109.749,20.5246,125,3403
DYRK1A,other,0.00694064,120.628,15.1614,111,2630
DYRK2,other,0.00263959,145.951,23.3013,85,1745
DYRK3,other,0.0076103,236.011,24.89,73,2337
DYRK4,other,0.0210998,70.3865,35.4524,178,1844
DZIP1,other,-0.0284769,71.807,32.0276,162,2561
E2F2,other,-0.0045977,59.8466,25.7595,214,1226
E2F3,other,-0.0087529,34.2956,21.8257,393,1490
E2F5,other,0.0167741,277.866,21.2922,56,1065
E2F6,other,0.0252836,42.026,32.8375,308,788
E2F7,other,0.0253083,96.2326,16.6818,136,1237
E2F8,other,0.0509896,99.1271,26.5552,179,1207
E4F1,other,0.0532838,77.8316,887.679,243,22
EAF1,other,0.0420216,373.165,23.7951,44,2908
EAF2,other,0.034117,72.178,32.9241,184,2833
EARS2,other,0.0093082,50.6045,38.1788,360,975
EBAG9,other,0.0441731,194.185,25.6113,70,1258
EBF1,other,-0.0213247,116.154,23.151,115,922
EBF2,other,-0.0227168,45.2589,15.0409,286,1616
EBF3,other,0.125725,81.9734,41.6317,183,2751
EBF4,other,-0.0182937,55.2237,35.7147,225,849
EBP,other,0.0235192,57.0487,13.9442,222,3549
EBPL,other,-0.0170824,83.0084,26.3192,149,3723
ECD,other,-0.0112023,144.541,102.325,135,1463
ECE1,other,0.0100894,47.3436,18.3651,282,1442
ECE2,other,0.0358512,236.644,25.6406,71,2550
ECH1,other,0.00510203,49.5649,20.0625,283,1397
ECHDC1,other,0.0186306,108.799,17.2928,128,2208
ECHS1,other,0.0344684,47.2315,44.2165,270,2729
ECI1,other,-0.0130767,99.5139,20.7795,138,1242
ECI2,other,0.0230383,161.659,26.6098,99,926
ECPAS,other,0.000852508,73.3316,17.7962,177,1379
ECSIT,other,-0.00218279,60.3033,31.3911,234,1548
EDARADD,other,0.0171164,83.4085,22.7263,162,2070
EDC3,other,0.0500425,41.2285,101.125,365,4570
EDC4,other,0.0479576,36.5731,26.5414,448,1179
EDEM1,other,-0.0122405,74.642,31.0049,172,979
EDEM2,other,0.00762163,109.214,20.6433,121,1926
EDEM3,other,0.0269379,64.4526,22.3875,202,1525
EDF1,other,0.102028,47.0975,14.176,290,3314
EEA1,other,-0.0119751,57.0133,28.6164,217,3056
EED,other,-0.0323908,176.883,22.5882,76,1149
EEF1A1,other,-0.00588128,213.176,33.1947,64,1043
EEF1AKMT1,other,0.00918958,65.2212,19.0171,194,1266
EEF1AKMT2,other,-0.00935898,65.571,18.1642,195,1884
EEF1B2,other,0.0423194,222.252,26.3484,60,1229
EEF1D,other,-0.0180929,63.3026,24.9913,199,715
EEF1E1,other,0.0330519,62.9802,25.2308,222,1495
EEF1G,other,0.0343898,201.256,122.538,201,117
EEF2K,other,-0.0217479,51.2257,23.0166,260,1051
EEFSEC,other,-0.0423534,133.803,51.4228,155,498
EFCAB11,other,0.0609059,54.8018,24.7318,237,2212
EFCAB14,other,0.0336865,146.192,25.4787,90,3361
EFCAB2,other,0.0346903,61.3149,22.6796,201,1844
EFHD1,other,-0.00847919,764.873,20.6746,31,2688
EFHD2,other,-0.0318026,332.406,113.262,46,478
EFNA1,other,0.00158742,91.9025,14.5462,137,2190
EFNA4,other,0.023095,60.2323,30.231,213,676
EFR3A,other,0.243915,462.897,166.028,48,195
EGFL7,other,0.00874554,49.0437,20.9631,280,1133
EGFL8,other,0.014491,159.053,48.0944,79,481
EGLN1,other,0.0232494,41.221,20.7212,319,2042
EGLN2,other,0.00205595,38.5489,44.0503,331,1407
EGLN3,other,0.00440169,71.9208,22.4156,176,1201
EGR1,other,0.0553769,42.8973,14.7863,374,1696
EGR2,other,-0.00879533,61.9638,28.7398,201,1812
EGR3,other,0.00132039,40.9087,22.0007,298,1400
EGR4,other,0.0287659,46.3648,13.6491,269,2808
EHBP1,other,0.00458094,63.4943,33.3595,224,845
EHBP1L1,other,0.00322804,165.443,25.7235,86,814
EHD1,other,0.0142191,72.5547,21.3216,178,2476
EHD4,other,-0.00908138,70.2282,20.2342,186,1488
EHF,other,-0.0251167,185.517,14.3952,69,3298
EHMT1,other,0.050595,128.434,34.5981,135,4663
EHMT2,other,0.0648986,101.196,60.0635,186,1895
EI24,other,-0.0195573,83.4782,74.4458,181,399
EID1,other,0.0176437,108.225,30.4658,127,1218
EID2,other,-0.0175946,108.438,26.1192,125,1173
EID2B,other,0.00616869,498.036,25.956,37,1649
EIF1,translation initiation (EIF),0.0681008,71.934,63.2702,216,1116
EIF1AD,translation initiation (EIF),0.0278253,124.953,47.0619,108,457
EIF1AX,translation initiation (EIF),0.0389187,94.6246,117.624,223,1488
EIF1B,translation initiation (EIF),-0.0168572,104.545,43.5552,125,566
EIF2A,translation initiation (EIF),-0.00575415,136.446,15.6232,105,2008
EIF2AK1,translation initiation (EIF),-0.0164236,59.7862,20.9762,227,1372
EIF2AK2,translation initiation (EIF),-0.0117855,63.2885,17.7031,215,2537
EIF2AK3,translation initiation (EIF),-0.0141331,66.5059,21.7876,194,1259
EIF2AK4,translation initiation (EIF),0.0159461,96.8887,28.4014,142,1110
EIF2B1,translation initiation (EIF),0.0564337,156.674,154.385,217,85
EIF2B4,translation initiation (EIF),-0.00648738,230.374,127.247,184,109
EIF2D,translation initiation (EIF),-0.0163184,129.466,27.1668,105,1142
EIF2S1,translation initiation (EIF),-0.056651,357.172,73.2744,89,392
EIF2S3,translation initiation (EIF),0.0247466,376.809,25.9629,63,1450
