held_out,shape,target,pds_gen_base,pds_gen_cis,has_neighbour_5kb
k562,t19,HSBP1,0.8395061728395061,0.8395061728395061,False
k562,t19,HSP90AB1,0.9526748971193416,0.9526748971193416,False
k562,t19,IFI27L2,0.7329218106995885,0.7329218106995885,False
k562,t19,IFNAR2,0.877366255144033,0.877366255144033,False
k562,t19,IFNGR2,0.9699588477366254,0.9699588477366254,False
k562,t19,IL10RB,0.8720164609053498,0.8720164609053498,False
k562,t19,IREB2,0.6748971193415637,0.6748971193415637,False
k562,t19,KDM5A,0.9987654320987654,0.9987654320987654,True
k562,t19,KHDRBS1,0.8658436213991769,0.8658436213991769,False
k562,t19,KHSRP,0.9971193415637861,0.9971193415637861,False
k562,t19,KIF2A,0.6370370370370371,0.6370370370370371,False
k562,t19,KMT2A,0.8930041152263376,0.8930041152263376,False
k562,t19,LDLR,0.9555555555555557,0.9555555555555557,False
k562,t19,LENG1,0.7967078189300412,0.7967078189300412,False
k562,t19,LMAN1,0.8082304526748971,0.8082304526748971,False
k562,t19,LMBRD2,0.6925925925925926,0.7411522633744856,True
k562,t19,LPCAT3,0.8777777777777778,0.8777777777777778,False
k562,t19,MAN2A1,0.13950617283950617,0.13950617283950617,False
k562,t19,MAP2K2,0.3251028806584362,0.3251028806584362,False
k562,t19,MAPK12,0.4251028806584362,0.4251028806584362,False
k562,t19,MARCKSL1,0.3876543209876544,0.3876543209876544,False
k562,t19,MBD4,0.1748971193415638,0.1748971193415638,False
k562,t19,MED13,0.9958847736625513,0.9958847736625513,False
k562,t19,MED15,0.8436213991769548,0.8592592592592593,True
k562,t19,MED25,0.9954732510288066,0.9962962962962963,True
k562,t19,MLLT10,0.7925925925925926,0.7925925925925926,True
k562,t19,MSANTD4,1.0,1.0,False
k562,t19,MSI2,0.6711934156378601,0.6711934156378601,False
k562,t19,MTA1,1.0,1.0,False
k562,t19,MTF1,1.0,1.0,False
k562,t19,MTHFSD,0.8152263374485597,0.8152263374485597,False
k562,t19,MTM1,0.7641975308641975,0.7641975308641975,False
k562,t19,MYD88,0.8407407407407408,0.8847736625514404,True
k562,t19,MYPOP,0.8444444444444444,0.8444444444444444,False
k562,t19,MYRF,0.9053497942386832,0.9053497942386832,False
k562,t19,NABP2,1.0,1.0,True
k562,t19,NAIF1,1.0,1.0,True
k562,t19,NCLN,0.7444444444444445,0.7444444444444445,False
k562,t19,NFE2L1,0.09753086419753086,0.09753086419753086,False
k562,t19,NGLY1,0.9897119341563787,0.9897119341563787,False
k562,t19,NIPAL3,0.608230452674897,0.608230452674897,True
k562,t19,NIPSNAP3A,0.7205761316872428,0.7205761316872428,False
k562,t19,NT5DC1,0.27530864197530863,0.27530864197530863,False
k562,t19,NUP37,0.7864197530864198,0.7958847736625514,True
k562,t19,PAN2,0.9971193415637861,0.9971193415637861,True
k562,t19,PAPOLA,0.9995884773662552,0.9995884773662552,False
k562,t19,PATL1,0.8818930041152263,0.8818930041152263,False
k562,t19,PCGF1,1.0,1.0,False
k562,t19,PCGF6,0.9983539094650205,0.9983539094650205,False
k562,t19,PDCD4,0.43456790123456795,0.43456790123456795,False
k562,t19,PDE6D,0.5740740740740741,0.5975308641975309,True
k562,t19,PDK1,0.38024691358024687,0.38024691358024687,False
k562,t19,PGLS,0.26213991769547323,0.26213991769547323,False
k562,t19,PHF19,0.6283950617283951,0.6283950617283951,False
k562,t19,PHF23,1.0,1.0,True
k562,t19,PHF8,0.9995884773662552,0.9995884773662552,False
k562,t19,PI4KB,0.8386831275720166,0.8386831275720166,False
k562,t19,PIM2,0.9131687242798352,0.9131687242798352,False
k562,t19,PIN1,0.17942386831275725,0.17942386831275725,False
k562,t19,PINK1,0.8855967078189301,0.8855967078189301,False
k562,t19,PKN3,0.7991769547325104,0.7991769547325104,False
k562,t19,PLAGL2,0.8617283950617285,0.8563786008230454,True
k562,t19,PLCG1,0.16707818930041152,0.16707818930041152,False
k562,t19,PNP,0.708641975308642,0.6843621399176955,True
k562,t19,POLD4,0.5662551440329219,0.5662551440329219,False
k562,t19,POR,0.9078189300411523,0.9078189300411523,False
k562,t19,PPIF,0.516872427983539,0.516872427983539,False
k562,t19,PPIP5K2,0.2592592592592592,0.2592592592592592,True
